sent_id,subject,relation,object,high_fidelity(sim>=90),correctness_%,correctness,completeness_of_sentence,minimality,accuracy_%
197,Aleksandr Prudnikov,"played once played, played for",FC Spartak Moscow's youth team,True,90.4,0.904,0.905,0.657,82.2
197,He,"plays, plays with",the FC Amkar Perm the FC Terek Grozny,True,92.6,0.926,0.905,0.657,82.9
197,He,managed by,Rashid Rakhimov,True,100.0,1.0,0.905,0.857,92.1
197,He,managed has,its home territory,True,100.0,1.0,0.905,0.829,91.1
197,He,has in,Grozny,True,100.0,1.0,0.905,0.886,93.0
198,Aleksandr Prudnikov,represented at,FC Spartak Moscow,False,89.4,0.894,1.0,0.767,88.7
198,Aleksandr Prudnikov,Aleksandr Prudnikov to represented at,youth level,False,75.9,0.759,1.0,0.7,82.0
198,Aleksandr Prudnikov,for based,for Grozny based FC Terek Grozny,False,87.5,0.875,1.0,0.667,84.7
198,who,based,FC Terek Grozny,True,100.0,1.0,1.0,0.833,94.4
198,"Aleksandr Prudnikov, who represented FC Spartak Moscow at youth level, later played for Grozny based FC Terek Grozny - managed by Rashid Rakhimov - and FC Amkar Perm football club.",managed by,Rashid Rakhimov - and FC Amkar Perm football club,True,100.0,1.0,1.0,0.0,66.7
198,Aleksandr Prudnikov,represented,FC Spartak Moscow,False,88.6,0.886,1.0,0.8,89.5
198,Aleksandr Prudnikov,represented at,youth level,False,78.9,0.789,1.0,0.8,86.3
198,Aleksandr Prudnikov,"played later, Aleksandr Prudnikov played",Grozny,False,73.0,0.73,1.0,0.733,82.1
198,Aleksandr Prudnikov,based,FC Terek Grozny,False,86.1,0.861,1.0,0.8,88.7
198,Aleksandr Prudnikov,Aleksandr Prudnikov managed by,Rashid Rakhimov - and FC Amkar Perm football club,False,89.7,0.897,1.0,0.5,79.9
199,Alessio Romagnoli,connected,UC Sampdoria,True,100.0,1.0,0.895,0.844,91.3
199,Alessio Romagnoli,connected to plays,the club A.C. Milan,True,94.3,0.943,0.895,0.719,85.2
199,AC Milan,is in,Serie A league,False,71.1,0.711,0.895,0.781,79.6
199,"AC Milan, which is in Serie A league,",is managed by,Siniša Mihajlović,True,100.0,1.0,0.895,0.594,83.0
199,AC Milan,is managed,"AC Milan, which is in Serie A league,",True,93.8,0.938,0.895,0.625,81.9
199,Alessio Romagnoli,"connected, connected to",UC Sampdoria,False,88.7,0.887,0.895,0.781,85.4
199,Alessio Romagnoli,"connected plays, plays for",the club A.C. Milan,False,88.7,0.887,0.895,0.688,82.3
199,AC Milan,"is, is in",Serie A league,False,65.3,0.653,0.895,0.75,76.6
199,AC Milan,managed by,Siniša Mihajlović,True,91.2,0.912,0.895,0.812,87.3
199,AC Milan,"managed chaired, chaired by",Silvio Berlusconi,False,68.3,0.683,0.895,0.75,77.6
200,Alessio Romagnoli,has played for,for UC Sampdoria,True,100.0,1.0,0.944,0.714,88.6
200,Alessio Romagnoli,played,"Serie A side AC Milan, which is managed by Siniša Mihajlović and has the chairman Silvio Berlusconi",True,95.4,0.954,0.944,0.286,72.8
200,"Serie A side AC Milan, which is managed by Siniša Mihajlović and has the chairman Silvio Berlusconi",is managed by,Siniša Mihajlović,True,94.1,0.941,0.944,0.214,70.0
200,which,has,the chairman Silvio Berlusconi,False,84.1,0.841,0.944,0.786,85.7
200,the chairman,is,Silvio Berlusconi,False,80.0,0.8,0.944,0.821,85.5
200,Serie A side AC Milan,is managed,which,True,91.4,0.914,0.944,0.714,85.7
200,Alessio Romagnoli,"played, played for",UC Sampdoria,True,91.1,0.911,0.944,0.75,86.8
200,Alessio Romagnoli,"recently more, played recently, played for",Serie A side AC Milan,False,82.8,0.828,0.944,0.536,76.9
200,Alessio Romagnoli,managed by,Siniša Mihajlović,True,100.0,1.0,0.944,0.786,91.0
200,Alessio Romagnoli,managed has,the chairman,True,100.0,1.0,0.944,0.786,91.0
201,Alessio Romagnoli,connected,UC Sampdoria,True,100.0,1.0,0.882,0.848,91.0
201,Alessio Romagnoli,connected to plays,the AC Milan who are in the Serie A league,True,95.1,0.951,0.882,0.545,79.3
201,the AC Milan,are in,the Serie A league,False,88.5,0.885,0.882,0.727,83.1
201,AC Milan,is managed by,Sinisa Mihajlovic,True,100.0,1.0,0.882,0.788,89.0
201,AC Milan,chaired by,Silvio Berlusconi,False,82.5,0.825,0.882,0.818,84.2
201,Alessio Romagnoli,"connected, connected to",UC Sampdoria,False,88.7,0.887,0.882,0.788,85.2
201,Alessio Romagnoli,"plays also, connected plays, plays for",the AC Milan,False,88.5,0.885,0.882,0.667,81.1
201,Alessio Romagnoli,"are, are in",the Serie A league,False,85.7,0.857,0.882,0.727,82.2
201,AC Milan,managed by,Sinisa Mihajlovic,True,100.0,1.0,0.882,0.818,90.0
201,AC Milan,managed chaired by,Silvio Berlusconi,False,86.1,0.861,0.882,0.788,84.4
202,Alessio Romagnoli,belongs,A.C. Milan,True,100.0,1.0,0.9,0.833,91.1
202,Alessio Romagnoli,belongs to plays,U.C. Sampdoria and Italy's national under-17 football team,True,97.2,0.972,0.9,0.567,81.3
202,A C Milan,is managed by,Siniša Mihajlović,True,100.0,1.0,0.9,0.733,87.8
202,A C Milan,includes,chairman Silvio Berlusconi,False,86.1,0.861,0.9,0.767,84.3
202,Alessio Romagnoli,"belongs, belongs to",A.C. Milan,False,89.7,0.897,0.9,0.767,85.5
202,Alessio Romagnoli,"belongs plays, plays for",U.C. Sampdoria Italy's national under-17 football team,True,93.4,0.934,0.9,0.567,80.0
202,A C Milan,managed by,Siniša Mihajlović,True,100.0,1.0,0.9,0.767,88.9
202,A C Milan,managed includes,chairman Silvio Berlusconi,False,88.4,0.884,0.9,0.733,83.9
203,Alessio Romagnoli,is,a member of the Italian national under 17 football team,True,100.0,1.0,0.917,0.667,86.1
203,Alessio Romagnoli,has represented,the club U.C. Sampdoria,True,90.4,0.904,0.917,0.795,87.2
203,He,is,the AC Milan that is managed by Siniša Mihajlović and,True,100.0,1.0,0.917,0.692,87.0
203,He,is,Silvio Berlusconi,False,68.6,0.686,0.917,0.897,83.3
203,the AC Milan that is managed by Siniša Mihajlović and,is managed by,Siniša Mihajlović,True,100.0,1.0,0.917,0.615,84.4
203,whose chairman,is,Silvio Berlusconi,False,81.4,0.814,0.917,0.872,86.8
203,whose chairman,is,the AC Milan that is managed by Siniša Mihajlović and,True,100.0,1.0,0.917,0.667,86.1
203,the AC Milan,is managed,that,True,100.0,1.0,0.917,0.846,92.1
203,Alessio Romagnoli,"is a member, a member of",the Italian national,True,93.0,0.93,0.917,0.718,85.5
203,Alessio Romagnoli,a member under,17 football team,True,100.0,1.0,0.917,0.795,90.4
203,Alessio Romagnoli,is represented,the club U.C. Sampdoria,True,90.2,0.902,0.917,0.795,87.1
203,He,"is, is presently, is with",the AC Milan,False,75.4,0.754,0.917,0.769,81.3
203,He,managed by,Siniša Mihajlović,True,100.0,1.0,0.917,0.872,93.0
203,He,Silvio Berlusconi,whose chairman,False,81.4,0.814,0.917,0.872,86.8
204,Aleksandr Prudnikov,played,FC Spartak Moscow's youth team,True,100.0,1.0,0.857,0.75,86.9
204,Aleksandr Prudnikov,played,FC Dynamo Moscow,True,91.1,0.911,0.857,0.812,86.0
204,He,based,"FC Terek Grozny, who are managed by Rashid Rakhimov",True,91.9,0.919,0.857,0.656,81.1
204,"FC Terek Grozny, who are managed by Rashid Rakhimov",are managed by,Rashid Rakhimov,True,90.3,0.903,0.857,0.562,77.4
204,FC Terek Grozny,are managed,who,False,87.3,0.873,0.857,0.812,84.7
204,Aleksandr Prudnikov,"played, played for",FC Spartak Moscow's youth team,True,93.8,0.938,0.857,0.688,82.8
204,Aleksandr Prudnikov,"for later, played for",FC Dynamo Moscow,False,85.1,0.851,0.857,0.719,80.9
204,He,"signed, signed also signed, signed to",Grozy,False,85.2,0.852,0.857,0.75,82.0
204,He,signed based,FC Terek Grozny,False,87.3,0.873,0.857,0.812,84.7
204,He,managed by,Rashid Rakhimov,False,81.6,0.816,0.857,0.844,83.9
205,Aleksandr Prudnikov,played,FC Spartak Moscow's youth team,True,100.0,1.0,0.864,0.778,88.1
205,Aleksandr Prudnikov,played to plays,the FC Dynamo Moscow and the FC Terek Grozny,True,97.9,0.979,0.864,0.611,81.8
205,The FC Terek Grozny,sees,a manager in Rashid Rakhimov,True,90.7,0.907,0.864,0.722,83.1
205,Aleksandr Prudnikov,"played once played, played for",FC Spartak Moscow's youth team,True,94.3,0.943,0.864,0.667,82.5
205,Aleksandr Prudnikov,"plays now, played plays, plays for",the FC Dynamo Moscow,True,90.5,0.905,0.864,0.667,81.2
205,Aleksandr Prudnikov,"plays out, out of",Grozny,True,94.0,0.94,0.864,0.806,87.0
205,The FC Terek Grozny,sees,a manager,True,100.0,1.0,0.864,0.806,89.0
205,The FC Terek Grozny,a manager in,Rashid Rakhimov,False,89.7,0.897,0.864,0.75,83.7
206,Aleksandr Prudnikov's club,is,FC Dynamo Moscow,True,100.0,1.0,0.905,0.788,89.8
206,Aleksandr Prudnikov's club,although played for,although he previously played for FC Spartak Moscow's youth team,True,97.2,0.972,0.905,0.515,79.7
206,he,is to played,FC Spartak Moscow's youth team,True,90.5,0.905,0.905,0.727,84.6
206,He,is in,the Grozny,True,100.0,1.0,0.905,0.848,91.8
206,He,based in,"based FC Terek Grozny club under their manager, Rashid Rakhimov",True,93.0,0.93,0.905,0.606,81.4
206,Aleksandr Prudnikov's club,based in,FC Terek Grozny club,True,100.0,1.0,0.905,0.727,87.7
206,he,based in,FC Terek Grozny club,True,100.0,1.0,0.905,0.788,89.8
206,Aleksandr Prudnikov's club,is to based in,"their manager, Rashid Rakhimov",True,90.9,0.909,0.905,0.667,82.7
206,he,is to based in,"their manager, Rashid Rakhimov",False,85.7,0.857,0.905,0.727,83.0
206,their manager,is,Rashid Rakhimov,False,63.8,0.638,0.905,0.848,79.7
206,Aleksandr Prudnikov's club,is FC Dynamo Moscow,he,True,100.0,1.0,0.905,0.758,88.8
206,Aleksandr Prudnikov's club,"played previously played, played for",FC Spartak Moscow's youth team,True,91.9,0.919,0.905,0.606,81.0
206,He,"is, is currently, is in",the Grozny,False,71.7,0.717,0.905,0.758,79.3
206,He,based,FC Terek Grozny club,True,100.0,1.0,0.905,0.818,90.8
206,He,based under,their manager,False,83.3,0.833,0.905,0.848,86.2
207,Akeem Adams' former clubs,include,"United Petrotrin FC, who play at Palo Seco, and Ferencvarosi TC, where Thomas Doll is the manager and Gabor Kubatov",True,100.0,1.0,0.95,0.107,68.6
207,Akeem Adams' former clubs,include,"Ferencvarosi TC, where Thomas Doll is the manager and Gabor Kubatov",True,100.0,1.0,0.95,0.429,79.3
207,Akeem Adams' former clubs,is,the chairman,False,87.7,0.877,0.95,0.75,85.9
207,United Petrotrin FC,play at,Palo Seco,False,87.9,0.879,0.95,0.75,86.0
207,Thomas Doll,is,the manager and Gabor Kubatov,True,100.0,1.0,0.95,0.714,88.8
207,Thomas Doll,is,Gabor Kubatov,True,100.0,1.0,0.95,0.821,92.4
207,Akeem Adams' former clubs,include,United Petrotrin FC Ferencvarosi TC,True,95.5,0.955,0.95,0.643,84.9
207,Akeem Adams' former clubs,"play, play at",Palo Seco,False,87.4,0.874,0.95,0.679,83.4
208,Akeem Adams,is,a member of the United Petrotrin F.C. club and also Ferencvarosi TC,True,98.1,0.981,0.905,0.545,81.0
208,Akeem Adams,is,also Ferencvarosi TC,True,95.5,0.955,0.905,0.818,89.3
208,whose ground,is,Palo Seco,False,88.9,0.889,0.905,0.848,88.1
208,"The latter club, whose ground is Palo Seco",is chaired by,Gabor Kubatov,True,96.1,0.961,0.905,0.606,82.4
208,"The latter club, whose ground is Palo Seco",managed by,Thomas Doll,True,91.7,0.917,0.905,0.636,81.9
208,Akeem Adams,"is a member, a member of",the United Petrotrin F.C. club,True,93.4,0.934,0.905,0.606,81.5
208,The latter club,chaired,whose ground,True,100.0,1.0,0.905,0.818,90.8
208,The latter club,is Palo Seco chaired by,Gabor Kubatov,True,95.0,0.95,0.905,0.697,85.1
208,The latter club,chaired managed by,Thomas Doll,True,94.3,0.943,0.905,0.758,86.9
209,Akeem Adams,is,a member of the United Petrotrin F.C. club who have their ground at Palo Seco,True,97.2,0.972,0.9,0.471,78.1
209,the United Petrotrin F.C. club,have at,their ground,True,100.0,1.0,0.9,0.735,87.8
209,the United Petrotrin F.C. club,have at,Palo Seco,True,94.5,0.945,0.9,0.735,86.0
209,He,plays,Ferencvarosi TC which is managed by Thomas Doll and chaired by Gabor Kubatov,True,94.9,0.949,0.9,0.559,80.3
209,Ferencvarosi TC which is managed by Thomas Doll and chaired by Gabor Kubatov,is managed by,Thomas Doll,True,94.2,0.942,0.9,0.471,77.1
209,which,chaired by,Gabor Kubatov,False,84.6,0.846,0.9,0.853,86.6
209,Ferencvarosi TC,is managed,which,True,100.0,1.0,0.9,0.853,91.8
209,Akeem Adams,"is a member, a member of",the United Petrotrin F.C. club,True,93.4,0.934,0.9,0.618,81.7
209,Akeem Adams,have,their ground,True,100.0,1.0,0.9,0.853,91.8
209,Akeem Adams,have at,Palo Seco,True,90.6,0.906,0.9,0.824,87.7
209,He,"plays, plays for",Ferencvarosi TC,False,88.9,0.889,0.9,0.824,87.1
209,He,managed by,Thomas Doll,True,100.0,1.0,0.9,0.853,91.8
209,He,managed chaired by,Gabor Kubatov,False,87.1,0.871,0.9,0.824,86.5
210,Akeem Ayers' former team,was,the Los Angeles Rams who are based in LA and play their home matches at the Los Angeles Memorial Coliseum,True,96.0,0.96,0.9,0.342,73.4
210,the Los Angeles Rams,are based in,who,True,100.0,1.0,0.9,0.789,89.6
210,the Los Angeles Rams,based in,LA,True,100.0,1.0,0.9,0.816,90.5
210,the Los Angeles Rams,play at,their home matches,True,100.0,1.0,0.9,0.763,88.8
210,who,play at,their home matches,True,100.0,1.0,0.9,0.842,91.4
210,who,play at,the Los Angeles Memorial Coliseum,False,88.9,0.889,0.9,0.789,85.9
210,His debut team,were,the Tennessee Titans who are coached by Mike Mularkey,True,93.4,0.934,0.9,0.658,83.1
210,the Tennessee Titans who are coached by Mike Mularkey,are coached by,Mike Mularkey,True,90.7,0.907,0.9,0.632,81.3
210,the Tennessee Titans,are coached,who,True,100.0,1.0,0.9,0.842,91.4
210,Akeem Ayers' former team,"was the Los Angeles Rams based, based in",LA,True,94.6,0.946,0.9,0.658,83.5
210,Akeem Ayers' former team,based play,their home matches,True,100.0,1.0,0.9,0.763,88.8
210,Akeem Ayers' former team,play at,the Los Angeles Memorial Coliseum,True,92.7,0.927,0.9,0.711,84.6
210,His debut team,were the Tennessee Titans coached by,Mike Mularkey,True,92.6,0.926,0.9,0.711,84.6
211,Akeem Ayers,debuted,the Tennessee Titans,True,100.0,1.0,0.875,0.806,89.4
211,Los Angeles,debuted,the Tennessee Titans,True,100.0,1.0,0.875,0.806,89.4
211,Los Angeles Rams,play at,the Los Angeles Memorial Coliseum,False,82.1,0.821,0.875,0.677,79.1
211,The Titans,are coached by,Mike Mularkey,False,87.0,0.87,0.875,0.774,84.0
211,Akeem Ayers,"debuted, debuted with",the Tennessee Titans,True,90.9,0.909,0.875,0.742,84.2
211,Los Angeles,"debuted played, played with, played based play, play at",the Los Angeles Memorial Coliseum,False,78.5,0.785,0.875,0.484,71.5
211,The Titans,coached by,Mike Mularkey,False,85.2,0.852,0.875,0.806,84.4
212,The debut team,was,the Tennessee Titans (Mike Mularkey coach,True,94.3,0.943,0.909,0.688,84.7
212,The debut team,was to played,the L.A. based Los Angeles Rams,True,97.2,0.972,0.909,0.625,83.5
212,the L.A.,based,Los Angeles Rams,True,100.0,1.0,0.909,0.812,90.7
212,the Tennessee Titans,is,Mike Mularkey coach,False,85.3,0.853,0.909,0.781,84.8
212,The LA Memorial Coliseum,is,the Rams home grounds,True,90.2,0.902,0.909,0.719,84.3
212,The debut team,"was, The debut team of",Akeem Ayers,True,92.1,0.921,0.909,0.688,83.9
212,The debut team,was the Tennessee Titans,Mike Mularkey coach,False,88.9,0.889,0.909,0.688,82.9
212,The debut team,"played also, was played, played for",the L.A.,False,82.9,0.829,0.909,0.656,79.8
212,The debut team,the L.A. based,Los Angeles Rams,True,100.0,1.0,0.909,0.719,87.6
213,20 Fenchurch Street,located in,"the United Kingdom, where London is the capital",True,94.3,0.943,0.9,0.667,83.7
213,20 Fenchurch Street,is,pounds sterling,False,86.6,0.866,0.9,0.846,87.1
213,London,is,the capital,False,76.5,0.765,0.9,0.897,85.4
213,the currency,is,pounds sterling,False,83.0,0.83,0.9,0.872,86.7
213,the currency,is located in,20 Fenchurch Street,True,100.0,1.0,0.9,0.795,89.8
213,Boris Johnson,is,the leader in London,True,100.0,1.0,0.9,0.821,90.7
213,Boris Johnson,is,Elizabeth II,True,94.5,0.945,0.9,0.872,90.6
213,one,is,Elizabeth II,True,91.4,0.914,0.9,0.897,90.4
213,one,is,the leader in London,True,100.0,1.0,0.9,0.846,91.5
213,20 Fenchurch Street,"located, located within",the United Kingdom,True,92.2,0.922,0.9,0.769,86.4
213,London,is the capital,the currency,False,84.6,0.846,0.9,0.846,86.4
213,Boris Johnson,"pounds sterling is the leader, the leader in",London,False,83.8,0.838,0.9,0.718,81.9
213,Boris Johnson,one of,one,True,100.0,1.0,0.9,0.872,92.4
213,Boris Johnson,the leaders of,the leaders,True,100.0,1.0,0.9,0.821,90.7
213,Boris Johnson,Elizabeth II,the United Kingdom,True,96.6,0.966,0.9,0.821,89.6
214,The United Kingdom,uses,the currency of the pound sterling,True,100.0,1.0,0.905,0.722,87.6
214,The United Kingdom,is led by,Elizabeth II,True,100.0,1.0,0.905,0.778,89.4
214,The capital city,is,London and the country,True,100.0,1.0,0.905,0.778,89.4
214,The capital city,is,the country,True,100.0,1.0,0.905,0.833,91.3
214,The capital city,is,the location of 20 Fenchurch Street,True,92.6,0.926,0.905,0.722,85.1
214,The United Kingdom,is,the location of 20 Fenchurch Street,True,92.9,0.929,0.905,0.722,85.2
214,The United Kingdom,uses,the currency,True,100.0,1.0,0.905,0.833,91.3
214,The United Kingdom,the currency of,the pound sterling,True,100.0,1.0,0.905,0.75,88.5
214,The United Kingdom,uses led by,Elizabeth II,True,100.0,1.0,0.905,0.778,89.4
214,The United Kingdom,"led along, along with",Boris Johnson,False,83.9,0.839,0.905,0.75,83.1
214,The capital city,"is London is, is also the location, the location of",20 Fenchurch Street,False,84.2,0.842,0.905,0.556,76.8
215,250 Delaware Avenue,built in,Buffalo New York,True,100.0,1.0,0.913,0.765,89.3
215,250 Delaware Avenue,built at,a cost of 110 million dollars,True,92.6,0.926,0.913,0.676,83.8
215,a cost,of,110 million dollars of 110 million dollars,False,84.0,0.84,0.913,0.706,82.0
215,Construction,began in,January 2014,True,100.0,1.0,0.913,0.853,92.2
215,Construction,has,12 floors with an area of 30843.8 square metres,True,94.2,0.942,0.913,0.676,84.4
215,the building,has,12 floors with an area of 30843.8 square metres,True,94.2,0.942,0.913,0.647,83.4
215,the building,began in,January 2014,True,100.0,1.0,0.913,0.824,91.2
215,an area,of,30843.8 square metres of 30843.8 square metres,False,87.7,0.877,0.913,0.706,83.2
215,250 Delaware Avenue,"built, built in",Buffalo New York,True,92.8,0.928,0.913,0.735,85.9
215,250 Delaware Avenue,built at,a cost,True,100.0,1.0,0.913,0.794,90.2
215,250 Delaware Avenue,a cost of,110 million dollars,True,91.1,0.911,0.913,0.735,85.3
215,Construction,"began, began in",January 2014,True,90.7,0.907,0.913,0.824,88.1
215,Construction,began has,the building,True,100.0,1.0,0.913,0.853,92.2
215,Construction,12 floors with,12 floors,True,100.0,1.0,0.913,0.824,91.2
215,Construction,an area of,an area,True,100.0,1.0,0.913,0.824,91.2
216,There,are,"12 floors at 250 Delaware Avenue in Buffalo, New York",True,95.9,0.959,0.909,0.6,82.3
216,Buffalo,is,New York,False,27.3,0.273,0.909,0.867,68.3
216,Construction,began in,January 2014,False,76.4,0.764,0.909,0.833,83.5
216,Construction,cost,110 million dollars,False,78.7,0.787,0.909,0.833,84.3
216,Construction,cost,a floor area of 30843.8 square metres,False,77.8,0.778,0.909,0.7,79.6
216,Construction,cost,110 million dollars for a floor area,False,86.3,0.863,0.909,0.7,82.4
216,a floor area,of,30843.8 square metres of 30843.8 square metres,False,89.6,0.896,0.909,0.633,81.3
216,Construction which in January 2014,cost,110 million dollars,False,87.6,0.876,0.909,0.7,82.8
216,Construction,"12 floors at, 250 Delaware Avenue in",New York,False,76.6,0.766,0.909,0.667,78.1
216,Construction,"began, began in",January 2014,False,67.7,0.677,0.909,0.8,79.5
216,Construction,cost,110 million dollars,False,78.7,0.787,0.909,0.833,84.3
216,Construction,cost for,a floor area,False,76.4,0.764,0.909,0.8,82.4
216,Construction,a floor area of,30843.8 square metres,False,75.0,0.75,0.909,0.733,79.7
217,Rahm Emanuel,is,"the leader of Chicago, DuPage County, Illinois, United States which is the location of the building at 300 North LaSalle which has 60 floors",True,99.6,0.996,0.941,0.0,64.6
217,United States,is,the location of the building at 300 North LaSalle which has 60 floors,True,95.5,0.955,0.941,0.407,76.8
217,300 North LaSalle,has,60 floors,False,87.3,0.873,0.941,0.778,86.4
217,the leader,is,United States which is the location of the building at 300 North LaSalle which has 60 floors,True,95.9,0.959,0.941,0.259,72.0
217,Rahm Emanuel,"is the leader, the leader of",Chicago DuPage County Illinois,False,69.2,0.692,0.941,0.556,73.0
217,Rahm Emanuel,the leader,United States,True,100.0,1.0,0.941,0.778,90.6
217,Rahm Emanuel,"is the location, the location of",the building,False,88.9,0.889,0.941,0.63,82.0
217,Rahm Emanuel,the location at,300 North LaSalle,True,100.0,1.0,0.941,0.704,88.2
217,Rahm Emanuel,has,60 floors,False,84.4,0.844,0.941,0.815,86.7
218,300 North LaSalle,has,60 floors,True,100.0,1.0,0.875,0.739,87.1
218,300 North LaSalle,has to located in,"Chicago, DuPage County, Illinois, United States",True,93.6,0.936,0.875,0.435,74.9
218,300 North LaSalle,is located in,"Chicago, DuPage County, Illinois, United States",True,95.4,0.954,0.875,0.478,76.9
218,The leader,is,Rahm Emanuel,False,81.8,0.818,0.875,0.783,82.5
218,300 North LaSalle,has,60 floors,True,100.0,1.0,0.875,0.739,87.1
218,300 North LaSalle,"has located, located in",Chicago DuPage County Illinois United States,False,77.1,0.771,0.875,0.435,69.4
218,The leader,"is, The leader of",Chicago,True,91.3,0.913,0.875,0.696,82.8
219,300 North LaSalle,has,60 floors,False,68.1,0.681,0.882,0.786,78.3
219,300 North LaSalle,is located in,"300 North LaSalle, which has 60 floors,",True,93.0,0.93,0.882,0.536,78.3
219,300 North LaSalle,located in,Chicago,False,87.5,0.875,0.882,0.786,84.8
219,300 North LaSalle,is,"which is part of DuPage County in Illinois, United States",False,88.9,0.889,0.882,0.5,75.7
219,which,is,"part of DuPage County in Illinois, United States",True,93.5,0.935,0.882,0.643,82.0
219,Illinois,is,United States,False,52.9,0.529,0.882,0.857,75.6
219,The leader,is,Rahm Emanuel,False,81.8,0.818,0.882,0.821,84.0
219,300 North LaSalle,has,60 floors,False,68.1,0.681,0.882,0.786,78.3
219,300 North LaSalle,"located, located in",Chicago,False,76.7,0.767,0.882,0.75,80.0
219,300 North LaSalle,"is part, part of",DuPage County,False,82.9,0.829,0.882,0.679,79.7
219,300 North LaSalle,DuPage County in,Illinois,False,75.4,0.754,0.882,0.75,79.5
219,The leader,is,United States,False,85.1,0.851,0.882,0.821,85.1
219,The leader,The leader of,Chicago,True,100.0,1.0,0.882,0.786,88.9
220,3Arena (owned by Live Nation Entertainment),owned by,Live Nation Entertainment,False,81.1,0.811,0.857,0.56,74.3
220,3Arena,is located in,3Arena (owned by Live Nation Entertainment),True,100.0,1.0,0.857,0.6,81.9
220,3Arena,located in,"Dublin, Republic of Ireland",True,90.2,0.902,0.857,0.72,82.6
220,Dáil Éireann,is,"a leader in Dublin, which is part of Leinster",True,91.6,0.916,0.857,0.52,76.4
220,Dublin,is,part of Leinster,False,55.6,0.556,0.857,0.8,73.8
220,3Arena,3Arena owned by,Live Nation Entertainment,False,67.7,0.677,0.857,0.72,75.1
220,3Arena,"located, located in",Dublin Republic of Ireland,False,70.7,0.707,0.857,0.68,74.8
220,Dáil Éireann,"is a leader, a leader in",Dublin,False,78.3,0.783,0.857,0.64,76.0
220,Dáil Éireann,"is part, part of",Leinster,False,75.4,0.754,0.857,0.72,77.7
221,"3Arena, owned by Live Nation Entertainment,",owned by,Live Nation Entertainment,False,86.0,0.86,0.867,0.593,77.3
221,3Arena,is located in,"3Arena, owned by Live Nation Entertainment,",True,94.2,0.942,0.867,0.63,81.3
221,3Arena,located in,"Dublin, which is part of Leinster in the Republic of Ireland",False,88.4,0.884,0.867,0.481,74.4
221,Dublin,is,part of Leinster in the Republic of Ireland,False,82.4,0.824,0.867,0.63,77.4
221,Dáil Éireann,is,a leader in Dublin,False,88.5,0.885,0.867,0.741,83.1
221,3Arena,3Arena owned by,Live Nation Entertainment,False,65.6,0.656,0.867,0.741,75.5
221,3Arena,"located, located in",Dublin,False,46.5,0.465,0.867,0.815,71.6
221,3Arena,"is part, part of",Leinster,False,74.5,0.745,0.867,0.778,79.7
221,3Arena,Leinster in,the Republic of Ireland,False,78.3,0.783,0.867,0.741,79.7
221,Dáil Éireann,"is a leader, a leader in",Dublin,False,78.3,0.783,0.867,0.667,77.2
222,Located,owned to Located in,"Dublin, Leinster, 3Arena",True,96.5,0.965,0.867,0.692,84.1
222,"Located in Dublin, Leinster, 3Arena",is owned by,Live Nation Entertainment,False,89.4,0.894,0.867,0.577,77.9
222,Dublin,is,"Leinster,",True,100.0,1.0,0.867,0.885,91.7
222,Dublin,is,part of the Republic of Ireland,True,100.0,1.0,0.867,0.692,85.3
222,Dublin,is led by,Dáil Éireann,False,84.0,0.84,0.867,0.769,82.5
222,Dublin,"owned Located, Located in is, is also part, part of",the Republic of Ireland,False,86.3,0.863,0.867,0.423,71.8
222,Dublin,is led by,Dáil Éireann,False,84.0,0.84,0.867,0.769,82.5
223,Adisham Hall,was constructed at,Adisham Hall in Sri Lanka,True,100.0,1.0,0.938,0.63,85.6
223,Adisham Hall,constructed at,"St Benedict's Monastery, Adisham, Haputhale, Sri Lanka in the Tudor and Jacobean style of architecture",True,94.7,0.947,0.938,0.296,72.7
223,Adisham Hall,constructed,between 1927 and 1931,True,100.0,1.0,0.938,0.741,89.3
223,Adisham Hall,Adisham Hall in,Sri Lanka,True,100.0,1.0,0.938,0.741,89.3
223,Adisham Hall,"constructed, constructed between 1927 and 1931, constructed at",St Benedict's Monastery Adisham Haputhale Sri Lanka,False,77.7,0.777,0.938,0.37,69.5
223,Adisham Hall,Sri Lanka in,the Tudor and Jacobean style,True,100.0,1.0,0.938,0.63,85.6
223,Adisham Hall,the Tudor and Jacobean style of,architecture,False,87.1,0.871,0.938,0.667,82.5
224,Construction,took in,place,True,100.0,1.0,0.895,0.862,91.9
224,Construction,took in,the architectural style of Tudor and Jacobean,True,92.7,0.927,0.895,0.655,82.6
224,Construction,took,between 1927 and 1931,True,100.0,1.0,0.895,0.793,89.6
224,Construction of Adisham Hall,took in,place,True,100.0,1.0,0.895,0.759,88.5
224,It,located at,"St Benedict's Monastery, Adisham, Haputhale, Sri Lanka",True,95.4,0.954,0.895,0.655,83.5
224,Construction,"took, Construction of",Adisham Hall,True,90.3,0.903,0.895,0.793,86.4
224,Construction,took,place,True,100.0,1.0,0.895,0.897,93.1
224,Construction,"took between 1927 and 1931, took in",the architectural style,True,95.3,0.953,0.895,0.621,82.3
224,Construction,the architectural style of,Tudor Jacobean,True,90.9,0.909,0.895,0.759,85.4
224,It,"located, located at",St Benedict's Monastery Adisham Haputhale Sri Lanka,False,69.0,0.69,0.895,0.621,73.5
225,Adisham Hall,located in,"Haputale, Sri Lanka",True,100.0,1.0,0.882,0.788,89.0
