sent_id,sentence,n_gold_clusters,n_sys_triples,n_correct_sys_triples,n_recalled_clusters,precision,recall,f1
197,"Only Ballard and Williams are left after Sergeant Jericho and the other officers , along with the two train operators , are killed when they try to finish the fight .",6,10,0,0,0.0,0.0,0.0
198,"Opponents of religious freedom sometimes referred to it as `` Rogue 's Island '' , and Cotton Mather called it `` the sewer of New England . ''",6,7,0,0,0.0,0.0,0.0
199,"Originally , Hank McCoy retains the basic features of a normal human alongside a generally simian physiology equivalent to that of a Great Ape .",5,8,0,0,0.0,0.0,0.0
200,"Other signs of lens subluxation include mild conjunctival redness , vitreous humour degeneration , prolapse of the vitreous into the anterior chamber , and an increase or decrease of anterior chamber depth .",8,13,0,0,0.0,0.0,0.0
201,Pakistan Chrome Mines Ltd. is a mining company incorporated in the Islamic Republic of Pakistan .,3,11,0,0,0.0,0.0,0.0
202,Parental investment is any expenditure of resources to benefit one offspring .,1,1,0,0,0.0,0.0,0.0
203,"Piffaro generally performs a concert series of four to five concerts a year in Philadelphia , in addition to touring throughout the United States , Canada , Europe and elsewhere .",6,11,0,0,0.0,0.0,0.0
204,"Plants have been planted marking parts of the foundations of the castle , so the positions of some of the buildings can still be inferred .",1,14,0,0,0.0,0.0,0.0
205,"Prior to the 2012 season , the Royals signed Yost to a contract extension through the 2013 season .",2,2,0,0,0.0,0.0,0.0
206,"Prior to the Playmaker tool , the Player could only call one of four available `` hot routes . ''",3,9,0,0,0.0,0.0,0.0
207,Proliferative nodules are usually biopsied and are regularly but not systematically found to be benign .,1,15,0,0,0.0,0.0,0.0
208,"RedHat engineers identified problems with ProPolice though , and in 2005 re-implemented stack-smashing protection for inclusion in GCC 4.1 .",3,6,0,0,0.0,0.0,0.0
209,"Reptiles identified during surveys include marbled geckos on both island groups while the following are limited to the main island in the Northern group - four-toed earless skink , bull skinks and western brown snakes .",9,18,0,0,0.0,0.0,0.0
210,"Results like these indicate acoustic mimicry complexes , both Batesian and Mullerian , may be widespread in the auditory world .",7,16,0,0,0.0,0.0,0.0
211,"Returning home , Ballard delivers her report , which her superiors refuse to believe .",3,8,0,0,0.0,0.0,0.0
212,"Robert Charles `` Jack '' Russell , MBE , is a retired English international cricketer , now known for his abilities as an artist , as a cricket wicketkeeping coach , and a football goalkeeping coach .",4,12,0,0,0.0,0.0,0.0
213,San Francisco 's diversity of cultures along with its eccentricities are so great that they have greatly influenced the country and the world at large over the years .,4,6,0,0,0.0,0.0,0.0
214,"Scarpetta returns to Virginia in `` Trace '' , convincing herself that she was fired from her position , at the request of her replacement , Dr. Joel Marcus .",5,4,0,0,0.0,0.0,0.0
215,"Several isomers of octene are known , depending on the position and the geometry of the double bond in the carbon chain .",4,16,0,0,0.0,0.0,0.0
216,She died in October 1915 of a heart attack .,2,25,0,0,0.0,0.0,0.0
217,She provided an audio commentary for the episode on the DVD release of the show 's third series alongside David Tennant .,5,13,0,0,0.0,0.0,0.0
218,"She published more than 15 research publications , including International Journals , International Conferences , National Conferences , workshops and seminars .",6,3,0,0,0.0,0.0,0.0
219,She returned to that Thames River base 9 February 1931 and for the remainder of the decade served as a training ship primarily for the Submarine School at New London and occasionally for NROTC units in the southern New England area .,6,14,0,0,0.0,0.0,0.0
220,"She was ordered to be rebuilt on 9 March 1724 , and was taken in hand at Deptford Dockyard by Master Shipwright Richard Stacey .",4,6,0,0,0.0,0.0,0.0
221,"Shea was born on September 5 , 1900 in San Francisco , California .",3,12,0,0,0.0,0.0,0.0
222,"Since joining the competition in 1908 , Richmond has won ten premierships , the most recent victory being in 1980 .",3,5,0,0,0.0,0.0,0.0
223,Sometimes extra payments were specified by which a freed slave could liberate himself from these residual duties .,4,10,0,0,0.0,0.0,0.0
224,"Specifically , knowledge and interest in the event affects the level of personal importance for the individual , which also affects the individual 's level of emotional arousal .",4,11,0,0,0.0,0.0,0.0
225,"Spennymoor Town F.C. are the main local football team and won the FA Carlsberg Vase , after winning 2-1 in the final at Wembley Stadium against Tunbridge Wells in May 2013 .",4,14,0,0,0.0,0.0,0.0
226,"Sukhum functioned as the capital of the `` Union treaty '' Abkhaz Soviet Socialist Republic associated with the Georgian SSR from 1921 until 1931 , when it became the capital of the Abkhazian Autonomous Soviet Socialist Republic within the Georgian SSR .",3,13,0,0,0.0,0.0,0.0
227,"Superboy-Prime , seeing an opportunity to defeat the now-weakened Anti-Monitor , flew through the Anti-Monitor 's chest and hurled his shattered body into space .",4,8,0,0,0.0,0.0,0.0
228,"Swinburne moves in his writing program from the philosophical to the theological , building his case rigorously .",3,11,0,0,0.0,0.0,0.0
229,Team Racing is a NASCAR Craftsman Truck Series team .,1,3,0,0,0.0,0.0,0.0
230,"That same year saw an outbreak of plague in Venice , one that lasted two years and caused Franco to leave the city and to lose many of her possessions .",5,4,0,0,0.0,0.0,0.0
231,The 2nd Battalion of the 13th Light Infantry was raised at Winchester in January 1858 .,2,8,0,0,0.0,0.0,0.0
232,The Acrolepiidae family of moths are also known as False Diamondback moths .,3,9,0,0,0.0,0.0,0.0
233,"The Alarm are an alternative rock/new wave band that formed in Rhyl , North Wales , in 1981 .",4,8,0,0,0.0,0.0,0.0
234,"The Bourbons built additional reception rooms and reconstructed the Sala d'Ercole , named for its frescos depicted the mythological hero , Hercules .",4,4,0,0,0.0,0.0,0.0
235,"The Bureau of Alcohol , Tobacco , Firearms and Explosives , formed in 1886 , is a federal law enforcement organization within the United States Department of Justice .",3,2,0,0,0.0,0.0,0.0
236,"The CRZ was organized by the Nepal and Indian members of the Naxalite movement , in a meeting at Siliguri in the Indian State of West Bengal during August 2001 .",9,9,0,0,0.0,0.0,0.0
237,"The Charles City equipment was transferred to Mason City to replace equipment burned in the November 24 , 1967 shop fire .",2,12,0,0,0.0,0.0,0.0
238,The Hamburg Concathedral with chapterhouse and capitular residential courts formed a `` Cathedral Immunity District '' of the Prince-Archbishopric of Bremen too .,6,9,0,0,0.0,0.0,0.0
239,"The Main Street Tunnel , located in Welland , Ontario , Canada , is an underwater tunnel , carrying Niagara Road 27 and the unsigned designation of Highway 7146 under the Welland Canal .",7,6,0,0,0.0,0.0,0.0
240,The Nadvorna dynasty is notable inasmuch as many of its descendants become rebbes .,4,11,0,0,0.0,0.0,0.0
241,The PAC bulletins were widely distributed at these meetings .,1,20,0,0,0.0,0.0,0.0
242,"The Persian contingent that was supposed to guard the defile soon abandoned it , and Alexander passed through without any problems .",4,11,0,0,0.0,0.0,0.0
243,"The Rev. William Alfred Quayle was honored by his alma mater , Baker University , with the degrees Litt.D .",4,10,0,0,0.0,0.0,0.0
244,"The River Stour Trust , formed in 1968 , has its headquarters in Sudbury , and a purpose built Visitor Centre located at Cornard Lock .",3,6,0,0,0.0,0.0,0.0
245,The SAS killed a total of 14 Provisional Irish Republican Army and Irish National Liberation Army members at these locations .,3,3,0,0,0.0,0.0,0.0
246,"The Summer Programs Office runs these programs , and many Wardlaw-Hartridge Students attend camp or classes over the summer .",3,6,0,0,0.0,0.0,0.0
247,The Triple-A Baseball National Championship Game was established in 2006 .,1,7,0,0,0.0,0.0,0.0
248,"The Venezuelan government required that all private television stations dedicate at least 25 % of their airtime to programs created by community groups , non-profits , and other independent producers .",8,11,0,0,0.0,0.0,0.0
249,The Wilbur Cross Highway formerly ended in Sturbridge ; locals sometimes call Haynes Street and portions of Mashapaug Road `` Old Route 15 '' .,3,9,0,0,0.0,0.0,0.0
250,"The `` Charleston Courier , '' founded in 1803 , and `` Charleston Daily News , '' founded in 1865 , merged to form the `` News and Courier '' in 1873 .",3,5,0,0,0.0,0.0,0.0
251,"The album , produced by Roy Thomas Baker , was promoted with American and European tours .",3,9,0,0,0.0,0.0,0.0
252,The canal was dammed off from the river for most of the construction period .,1,7,0,0,0.0,0.0,0.0
253,"The car used in `` Stealth '' was a band member 's car , and recorded just outside the studio in the parking lot .",2,12,0,0,0.0,0.0,0.0
254,"The city was founded by the Western Town Lot Company in 1880 , and originally named Nordland , with the platted streets given Norwegian names .",2,12,0,0,0.0,0.0,0.0
255,The closest Watson ever got was when Republicans had 12 seats in the State House in 2003 .,1,20,0,0,0.0,0.0,0.0
256,The community is served by the United States Postal Service Hinsdale Post Office .,2,11,0,0,0.0,0.0,0.0
257,"The diocese was originally erected as the Prefecture Apostolic of Hpyeng-yang on 17 March 1927 , and renamed as the Prefecture Apostolic of Peng-yang on 17 March 1929 .",2,0,0,0,0.0,0.0,0.0
258,"The economy of Ostrov is based on food , electronic , and textile industries .",3,1,0,0,0.0,0.0,0.0
259,"The engine had twin turbochargers , and produced an advertised at 5700 rpm and of torque on 8 lbs of boost .",3,11,0,0,0.0,0.0,0.0
260,"The ensemble also has extensive recordings with Deutsche Grammophon , Dorian Recordings , Newport Classic , Navona Records , and under their own label .",5,9,0,0,0.0,0.0,0.0
261,"The establishment of a museum had first been planned in 1821 by the Philosophical Society of Australasia , and although specimens were collected , the Society folded in 1822 .",5,4,0,0,0.0,0.0,0.0
262,"The extension of the University Library can be found on the second floor , and parking for 120 cars on the third to sixth floors .",2,5,0,0,0.0,0.0,0.0
263,"The external gauge is usually readable directly , and most also incorporate an electronic sender to operate a fuel gauge on the dashboard .",2,10,0,0,0.0,0.0,0.0
264,The failure of 1st Armored to arrive intact and deploy as a single entity would have important consequences in later action against German forces in Tunisia .,4,5,0,0,0.0,0.0,0.0
265,The field at the Lake Elsinore Diamond is named the Pete Lehr Field .,2,9,0,0,0.0,0.0,0.0
266,The first comes from when Sweden 's Royal Couple lived there during the 1992 Barcelona Summer Olympics .,5,8,0,0,0.0,0.0,0.0
267,The first five laps would be added to the second part of the race and the overall result would be decided on aggregate .,2,4,0,0,0.0,0.0,0.0
268,"The first library in Huntington Beach opened in 1909 and has since evolved to a five location library system : Central , Main Street , Oak View , Helen Murphy , and Banning .",11,15,0,0,0.0,0.0,0.0
269,"The following tour featured extensive dates in East Asia , where the group played Tokyo , Osaka , Fukuoka , and Southeast Asia including Jakarta , Manila as well as Singapore and Guam .",20,5,0,0,0.0,0.0,0.0
270,The founder had pledged himself to honour the Blessed Virgin in a special manner .,1,2,0,0,0.0,0.0,0.0
271,"The fundraiser was successful , and the trip occurred from June through September of 2014 .",2,11,0,0,0.0,0.0,0.0
272,The fuselage had an oval cross-section and housed a water-cooled inverted-V V-12 engine .,2,5,0,0,0.0,0.0,0.0
273,"The gauge sender is usually a magnetically coupled arrangement , with a float arm inside the tank rotating a magnet , which rotates an external gauge .",2,13,0,0,0.0,0.0,0.0
274,The insurer sponsored the golf tournament known as the New Orleans Open beginning in 1981 .,2,5,0,0,0.0,0.0,0.0
275,"The lodge is open from mid-May to mid-October , with two weeks starting in the end of August reserved for the Dartmouth First-Year Trips .",1,9,0,0,0.0,0.0,0.0
276,The opening credits sequence for the collection was directed by Hanada Daizaburo .,2,11,0,0,0.0,0.0,0.0
277,"The permanent members are the provost , the Carl H. Pforzheimer University Professor and the deans or designees from the following Schools : the Faculty of Arts and Sciences , Harvard Business School , Harvard Law School and Harvard Medical School .",13,2,0,0,0.0,0.0,0.0
278,The pillars in a line on its both sides are according to Doric or Greek style and their decorations are according to the Meenakshi Temple at Madurai in Tamil Nadu .,7,12,0,0,0.0,0.0,0.0
279,"The race is in mixed eights , and usually held in late February / early March .",2,9,0,0,0.0,0.0,0.0
280,The rapids at the head of the South Fork were removed in 1908 .,2,12,0,0,0.0,0.0,0.0
281,"The redesigned 2006 Ram SRT-10 came in Mineral Gray Metallic , Inferno Red , and Brilliant Black Crystal Clear Coat .",6,5,0,0,0.0,0.0,0.0
282,The residue can be reprocessed for more dripping and strained through a cheesecloth lined sieve as an ingredient for a fine beef stock .,2,3,0,0,0.0,0.0,0.0
283,"The rest of the group reach a small shop , where Brady attempts to phone the Sheriff , but the crocodile breaks through a wall and devours Annabelle .",5,5,0,0,0.0,0.0,0.0
284,"The restrictions against eating meat and drinking wine , besides reducing a person 's pleasure , recall the cessation of the `` Korban Tamid '' and the `` Nesach Hayayin '' on the Temple Altar with the destruction of the Temple .",5,8,0,0,0.0,0.0,0.0
285,"The riders climbed off and began walking , shouting protests in general and in particular abuse at the race doctor , Pierre Dumas , whom some demanded should also take a test to see if he 'd been drinking wine or taking aspirin to make his own job easier .",6,9,0,0,0.0,0.0,0.0
286,The second was named after former US President George H. W. Bush stayed aboard in November 1995 .,3,7,0,0,0.0,0.0,0.0
287,The second was titled `` Consider Her Ways '' and also starred Barrie as the lead named Jane Waterleigh .,3,2,0,0,0.0,0.0,0.0
288,The series of three constitutional amendments in 1933 severely curtailed the role of the Governor-General of the Irish Free State .,4,6,0,0,0.0,0.0,0.0
289,"The site consists of three subterranean Grotto follies , constructed in the 18th century , split between two areas , one on the western side of the lake , at and one on the eastern side at .",6,11,0,0,0.0,0.0,0.0
290,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",7,4,0,0,0.0,0.0,0.0
291,The station has a concourse and ticket office area which was internally redesigned and reopened in mid-2012 .,6,10,0,0,0.0,0.0,0.0
292,"The stations were both called `` Midsomer Norton and Welton '' ; under British Railways , the S&D station was renamed as Midsomer Norton South after a short period as Midsomer Norton Upper ; and is currently being restored with occasional open weekends with engines in steam .",6,4,0,0,0.0,0.0,0.0
293,The stock pot should be chilled and the solid lump of dripping which settles when chilled should be scraped clean and re-chilled for future use .,3,11,0,0,0.0,0.0,0.0
294,"The suit alleged that they conspired to fix prices for e-books , and weaken Amazon.com 's position in the market , in violation of antitrust law .",1,8,0,0,0.0,0.0,0.0
295,"The third known version is part number 2189014-00-212 , with at least one model being produced in February 1993 .",4,10,0,0,0.0,0.0,0.0
296,"The town was previously served by a station on the Somerset and Dorset Railway but this closed in 1966 , and by a second station on the Bristol and North Somerset Railway at Welton in the valley .",5,8,0,0,0.0,0.0,0.0
297,The very large piers at the crossing signify that there was once a tower .,3,2,0,0,0.0,0.0,0.0
298,The video was the first ever to feature the use of dialogue .,1,2,0,0,0.0,0.0,0.0
299,Their mission was always for a specific mandate and lasted for a limited period .,4,7,0,0,0.0,0.0,0.0
300,Their numbers continued to increase each year as rumours about immigration restrictions appeared in much of the Cypriot media .,3,7,0,0,0.0,0.0,0.0
301,"Then the fillets are put in a mix of olive oil , vinegar , sugar , garlic , chill peppers , and lots of parsley or celery .",6,17,0,0,0.0,0.0,0.0
302,There have been two crashes involving fatalities at the airfield since it was established .,1,6,0,0,0.0,0.0,0.0
303,"There used to be a Youth Hostel but it closed in October 2008 and the building has since reopened as Keld Lodge , a hotel with bar and restaurant .",4,4,0,0,0.0,0.0,0.0
304,"There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families .",4,5,0,0,0.0,0.0,0.0
305,"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .",4,8,0,0,0.0,0.0,0.0
306,"There were 6,524 households out of which 35.3 % had children under the age of 18 living with them , 31.7 % were married couples living together , 31.5 % had a female householder with no husband present , and 30.6 % were non-families .",8,8,0,0,0.0,0.0,0.0
307,These and other attempts supplied a bridge between the literature of the two languages .,4,13,0,0,0.0,0.0,0.0
308,"These are visually very similar to part number 2189014-00-211 , with the same AT style plug and chassis , silver label on the reverse bearing the AnyKey moniker , screws holding the keyboard together , macro programming requiring the control key , and lacking the AnyKey inscription on their face .",10,3,0,0,0.0,0.0,0.0
309,These beams stem from a cosmic energy source called the `` Omega Effect '' .,1,5,0,0,0.0,0.0,0.0
310,"These orientations allow easy movement , i.e. degrees of freedom , and thus lowers entropy minimally .",6,10,0,0,0.0,0.0,0.0
311,"These were often related to European conflict , as the Stuart Pretenders were aided and encouraged by Britain 's continental enemies for their own ends .",6,4,0,0,0.0,0.0,0.0
312,"They beat Milligan 1-0 , Grand View 3-0 , Webber International 1-0 and Azusa Pacific 0-0 to win the NAIA National Championships .",4,5,0,0,0.0,0.0,0.0
313,"They have included some of the most dangerous assassins in the world including Lady Shiva , David Cain , and Merlyn .",6,2,0,0,0.0,0.0,0.0
314,They usually go through a period of dormancy after flowering .,1,7,0,0,0.0,0.0,0.0
315,This attire has also become popular with women of other communities .,1,15,0,0,0.0,0.0,0.0
316,This engine was equipped with an electronically controlled carburetor .,1,14,0,0,0.0,0.0,0.0
317,This had considerable implications for the Welsh language as it was the main language of the nonconformist churches in Wales .,2,19,0,0,0.0,0.0,0.0
318,"This is most common in Western countries in those with Barrett 's esophagus , and occurs in the cuboidal cells .",2,5,0,0,0.0,0.0,0.0
319,"This line was extended east by the Prahran & Malvern Tramways Trust from Hawthorn Road to Darling Road , Malvern East on 13 November 1913 .",5,5,0,0,0.0,0.0,0.0
320,"This mutation gives him superhuman strength , speed , reflexes , agility , flexibility , dexterity , coordination , balance , and endurance .",9,8,0,0,0.0,0.0,0.0
321,"This policy was , however , opposed by the miners who demanded that the inspections be carried out by experienced colliers .",1,15,0,0,0.0,0.0,0.0
322,"To assist the pope in the many calls for his help and charity , Pascalina organized and led the `` Magazzino '' , a private papal charity office which employed up to 40 helpers and continued until 1959 .",12,7,0,0,0.0,0.0,0.0
323,"To keep the family together , Michael asks his self-centered twin sister Lindsay , her husband Tobias and their daughter Maeby to live together in the Bluth model home with him and George Michael .",11,6,0,0,0.0,0.0,0.0
324,"To the Medieval school of Jewish Philosophy , that framed Judaism in light of Greek thought and human intellect , God the Infinite has no needs .",3,18,0,0,0.0,0.0,0.0
325,"To the north , along and across the same border , live speakers of Lakha .",3,7,0,0,0.0,0.0,0.0
326,Total ` Fresh Food Story ' constructed at the end of the North Mall .,1,11,0,0,0.0,0.0,0.0
327,"Transferred to Key West , Florida , on 1 June 1941 , `` R-11 '' continued her training ship duties throughout the remainder of her career .",6,5,0,0,0.0,0.0,0.0
328,Trumbull was often incorrectly credited in print as being the sole special-effects creator for 2001 .,1,12,0,0,0.0,0.0,0.0
329,"Twice divorced and currently married , Ladd is the mother of actress Laura Dern , by her ex-husband , actor Bruce Dern .",5,2,0,0,0.0,0.0,0.0
330,Two seats were won by the Labor-Progressive Party on its own with the re-election of A.A. MacLeod and J.B. Salsberg .,6,4,0,0,0.0,0.0,0.0
331,"Tyabb also has Tyabb Airport , a private airfield which has been operating for more than thirty years .",3,4,0,0,0.0,0.0,0.0
332,"Under the Comanche program , each company built different parts of the aircraft .",1,7,0,0,0.0,0.0,0.0
333,"Unlike Uncle Sam later , he is not a figure of authority but rather a yeoman who prefers his small beer and domestic peace , possessed of neither patriarchal power nor heroic defiance .",6,4,0,0,0.0,0.0,0.0
334,Unruly passengers are often put off here to be taken into custody .,1,6,0,0,0.0,0.0,0.0
335,"Wakeboarding is practiced by both men and women at the competitive level , but they compete in separate categories .",6,12,0,0,0.0,0.0,0.0
336,Watson has served as Minority Leader since elected by his caucus in November 1998 .,3,19,0,0,0.0,0.0,0.0
337,"Watson was the founder and editor of `` newcritics.com , '' an online journal of media and arts criticism launched in January , 2007 and shuttered in June , 2009 .",4,23,0,0,0.0,0.0,0.0
338,"When Naguib began showing signs of independence from Nasser by distancing himself from the RCC 's land reform decrees and drawing closer to Egypt 's established political forces , namely the Wafd and the Brotherhood , Nasser resolved to depose him .",3,20,0,0,0.0,0.0,0.0
339,"When civilian government was introduced in Romblon by the Americans in 16 March 1901 , Banton was one of 11 new municipalities reinstated or created .",3,5,0,0,0.0,0.0,0.0
340,"When the explosion tore through the hut , Stauffenberg was convinced that no one in the room could have survived .",1,21,0,0,0.0,0.0,0.0
341,"While pursuing his MFA at Columbia in New York , Scieszka painted apartments .",3,3,0,0,0.0,0.0,0.0
342,Why the `` Epilogue '' is missing is unknown .,2,3,0,0,0.0,0.0,0.0
343,"Wide acceptance of zero-energy building technology may require more government incentives or building code regulations , the development of recognized standards , or significant increases in the cost of conventional energy .",4,5,0,0,0.0,0.0,0.0
344,"With no assigned task , the Cosmos expressed concern for what Battra might do .",3,7,0,0,0.0,0.0,0.0
345,"With the help of Morena , the goddess of the underworld , she has captivated Yaromir .",4,3,0,0,0.0,0.0,0.0
346,"With this act , Russia was officially transformed from an absolute monarchy into a constitutional one , though the exact extent of just `` how '' constitutional quickly became the subject of debate , based upon the emperor 's subsequent actions .",3,8,0,0,0.0,0.0,0.0
347,"With versions in 1/48 , 1/72 , 1/96 , and 1/144 scale , Big Gun Model Warship combat clubs have rules that make provisions for cannon caliber and armor thickness to be scaled according to that which existed on the prototype vessel .",6,3,0,0,0.0,0.0,0.0
348,"Wright was the subject of `` This Is Your Life '' on two occasions : in May 1961 when he was surprised by Eamonn Andrews , and in January 1990 , when Michael Aspel surprised him at Thames Television 's Teddington Studios .",7,7,0,0,0.0,0.0,0.0
349,`` Black Water '' became one of the few records by any act released as a B-side to another Hot 100 hit `` before '' topping the Hot 100 itself .,2,3,0,0,0.0,0.0,0.0
350,"`` Greenfish '' was launched by the Electric Boat Co. , Groton , Conn. , 21 December 1945 ; sponsored by Mrs. Thomas J. Doyle ; and commissioned 7 June 1946 , Comdr. R. M. Metcalf commanding .",4,6,0,0,0.0,0.0,0.0
351,`` It started from modest beginnings and became a gigantic charity '' .,2,16,0,0,0.0,0.0,0.0
352,`` Le Griffon '' is reported to be the `` Holy Grail '' of Great Lakes shipwreck hunters .,1,2,0,0,0.0,0.0,0.0
353,"`` See also : Grand Duke of Luxembourg , List of Prime Ministers of Luxembourg ''",2,8,0,0,0.0,0.0,0.0
354,`` The Cure '' topped the online music sales charts .,1,7,0,0,0.0,0.0,0.0
355,"he was one of only a few concert organists worldwide who supported themselves exclusively by giving recitals , concerts and master classes , without any supplement from teaching or church position .",2,6,0,0,0.0,0.0,0.0
356,"$ 300 million of bonds due Nov. 16 , 1993 , with equity - purchase warrants , indicating a 3 3\/4 % coupon at par via Nomura International Ltd .",3,11,0,0,0.0,0.0,0.0
357,"( Separately , the Senate last week passed a bill permitting execution of terrorists who kill Americans abroad . )",1,6,0,0,0.0,0.0,0.0
358,"A San Francisco lawyer , Mr. Panelli rowed religiously when he first got the machine , but , he complains , it left grease marks on his carpet , `` and it was boring .",2,14,0,0,0.0,0.0,0.0
359,"A half - dozen Soviet space officials , in Tokyo in July for an exhibit , stopped by to see their counterparts at the National Space Development Agency of Japan .",2,14,0,0,0.0,0.0,0.0
360,"A month ago , when Beatrice first filed to sell debt , the company had planned to offer $ 200 million of its senior subordinated reset notes at a yield of 12 3\/4 % .",4,9,0,0,0.0,0.0,0.0
361,"A similar technique is almost impossible to apply to other crops , such as cotton , soybeans and rice .",3,1,0,0,0.0,0.0,0.0
362,A specialist is an exchange member designated to maintain a fair and orderly market in a specified stock .,3,1,0,0,0.0,0.0,0.0
363,A state judge postponed a decision on a move by holders of Telerate Inc. to block the tender offer of Dow Jones & Co. for the 33 % of Telerate it does n't already own .,2,1,0,0,0.0,0.0,0.0
364,"A year earlier UniFirst earned $ 2.4 million , or 24 cents a share adjusted for the split .",1,5,0,0,0.0,0.0,0.0
365,"About $ 70 billion is estimated to be tied up in the short - term money market , which acts both as a hedge against inflation for consumers and an accelerator of inflation and deficits for the government .",4,6,0,0,0.0,0.0,0.0
366,"According to one person familiar with the airline , the buy - out group -- led by United 's pilots union and UAL Chairman Stephen Wolf -- has begun billing UAL for fees and expenses it owes to investment bankers , law firms and banks .",13,6,0,0,0.0,0.0,0.0
367,"After practicing law locally , he was elected to his first 10 - year term as judge in 1971 ; in 1981 , he was effectively re - elected .",4,7,0,0,0.0,0.0,0.0
368,"Although Heathrow authorities have been watching a group of allegedly crooked baggage handlers for some time , the Gauguin may be `` lost . ''",4,3,0,0,0.0,0.0,0.0
369,"Although the Treasury will announce details of the November refunding tomorrow , it could be delayed if Congress and President Bush fail to increase the Treasury 's borrowing capacity .",2,5,0,0,0.0,0.0,0.0
370,"And , since the public has always been fascinated by gossip and voyeurism , reporters and editors will strain for creative angles to justify the inclusion of collateral facts about private lives including sexual activities and domestic relationships , activities of family members , and all matters about mental and physical health .",8,12,0,0,0.0,0.0,0.0
371,And Dewar 's gave discounts on Scottish merchandise to people who sent in bottle labels .,2,4,0,0,0.0,0.0,0.0
372,"And do n't expect many complete games by pitchers -- perhaps three out of 288 , laughs Mr. Fingers , the former Oakland reliever .",7,7,0,0,0.0,0.0,0.0
373,And he got rid of low - margin businesses that just were n't making money for the company .,2,8,0,0,0.0,0.0,0.0
374,Annualized interest rates on certain investments as reported by the Federal Reserve Board on a weekly - average basis :,6,12,0,0,0.0,0.0,0.0
375,"As of Sept. 30 , American Brands had 95.2 million shares outstanding .",1,17,0,0,0.0,0.0,0.0
376,"As the London trading session drew to a close , the market was still listening to the parliamentary debate on the economy , with new Chancellor of the Exchequer John Major expected to clarify his approach to the British economy and currency issues .",10,9,0,0,0.0,0.0,0.0
377,"At Giant Bicycle Inc. , Rancho Dominguez , Calif. , sales have tripled since the company entered the U.S. mountain - bike business in 1987 .",5,5,0,0,0.0,0.0,0.0
378,"At one point , almost all of the shares in the 20 - stock Major Market Index , which mimics the industrial average , were sharply higher .",4,6,0,0,0.0,0.0,0.0
379,"Because patients require less attention from nurses and other staff , room charges are lower -- about $ 100 less per day than a regular room at the Vermont hospital .",4,1,0,0,0.0,0.0,0.0
380,"Between flashes , certain areas in subjects ' brains are jolted with a magnetic stimulator .",3,12,0,0,0.0,0.0,0.0
381,Both reflect the dismissal of lower - level and shorter - tenure executives .,1,4,0,0,0.0,0.0,0.0
382,"British government bonds ended moderately higher , encouraged by a steadier pound and a rise in British stocks .",7,5,0,0,0.0,0.0,0.0
383,"But , with the state offering only $ 39,000 a year and California 's high standard of living , `` there are n't too many to choose from , '' says Brent Scott , a recruiting officer .",3,15,0,0,0.0,0.0,0.0
384,"But although the golden share has been waived , a hostile bidder for Jaguar would still have to alter the British concern 's articles of association which ban shareholdings of more than 15 % .",6,17,0,0,0.0,0.0,0.0
385,But amid the two dozen bureaucrats and secretaries sits only one real - life PC .,1,17,0,0,0.0,0.0,0.0
386,"But he emphasized that new accounts , new sales , inquiries and subsequent sales of stock funds are all up this month from September 's level .",9,14,0,0,0.0,0.0,0.0
387,But it appears to be the sort of hold one makes while heading for the door .,1,1,0,0,0.0,0.0,0.0
388,But it does that at the cost of deepening the taxpayer 's exposure if the FHA is forced to pay for more loans going sour .,2,10,0,0,0.0,0.0,0.0
389,"But then Judge O'Kicki often behaved like a man who would be king -- and , some say , an arrogant and abusive one .",1,3,0,0,0.0,0.0,0.0
390,"But when they arrived at the door , all were afraid to go in , fearing that they would be out of place .",4,2,0,0,0.0,0.0,0.0
391,"But wire transfers from a standing account -- including those bigger than $ 10,000 -- are n't reported .",1,6,0,0,0.0,0.0,0.0
392,But you ca n't dismiss Mr. Stoltzman 's music or his motives as merely commercial and lightweight .,4,2,0,0,0.0,0.0,0.0
393,"By increasing the number of PCs it uses from 66 to 1,000 , Omron Tateishi Electronics Co. , of Kyoto , hopes not only to make certain tasks easier but also to transform the way the company is run .",3,11,0,0,0.0,0.0,0.0
394,"Combined PC and work - station use in Japan will jump as much as 25 % annually over the next five years , according to some analysts , compared with about 10 % in the U.S. .",3,11,0,0,0.0,0.0,0.0
395,"Crouched at shortstop , Bert Campaneris , once Oakland 's master thief , effortlessly scoops up a groundball and flips it to second .",4,8,0,0,0.0,0.0,0.0
396,"During the past 25 years , the number of balloonists ( those who have passed a Federal Aviation Authority lighter - than - air test ) have swelled from a couple hundred to several thousand , with some estimates running as high as 10,000 .",2,11,0,0,0.0,0.0,0.0
397,Each company 's share of liability would be based on their share of the national DES market .,3,11,0,0,0.0,0.0,0.0
398,"Earlier this year , Blackstone Group , a New York investment bank , had no trouble selling out a special $ 570 million mortgage - securities trust it created for Japanese investors .",5,12,0,0,0.0,0.0,0.0
