sent_id,sentence,n_sys_triples,n_high_fidelity_triples,avg_correctness(precision),completeness(recall),f1
210,"Names like John Berks , Gary Edwards , Frank Sanders , Robin Alexander , Darryl Jooste , George Wayne and David Gresham all started out at LM Radio before moving to other stations such as Swazi Music Radio , Radio 702 , Springbok Radio and other SABC stations , 2JJ and Capital 604 .",16,14,0.96,1.0,0.98
211,"Newhan split the season between Triple-A Round Rock , where he hit .308 .",8,8,0.989,1.0,0.994
212,"Next morning , the race left the city on the way to the Pyrenees and stopped in the suburb of Gradignan , in the university area of La House .",12,11,0.989,1.0,0.995
213,No announcement from UTV was made about the decision to close the station earlier than planned .,6,5,0.962,0.917,0.939
214,Noatak has a gravel public airstrip and is primarily reached by air .,4,3,0.955,1.0,0.977
215,Not everyone completely trusted Vakama 's vision - Matau was particularly frustrated at following what he considered the delusions of a `` fire-spitter '' - but with nothing else to go on they decided to track the Matoran down .,16,12,0.964,0.955,0.96
216,"Nothing is known for certain about his life before about 1580 , but contemporary or near-contemporary accounts suggest that he was brought up as a member of the Church of Scotland , spent some time in Argyll before leaving for the Continent , and was converted to Catholicism in Spain .",25,21,0.972,0.962,0.967
217,"Obviously the epilogue was not an afterthought supplied too late for the English edition , for it is referred to in `` The Castaway '' : `` in the sequel of the narrative , it will then be seen what like abandonment befell myself . ''",13,11,0.969,0.952,0.96
218,"Of the rest of the population , there was 1 individual who belonged to the Christian Catholic faith .",3,3,1.0,1.0,1.0
219,"On 16 June 1944 , British double agent `` Garbo '' was requested by his German controllers to give information on the sites and times of V-1 impacts , with similar requests made to the other German agents in Britain , `` Brutus '' and `` Tate '' .",14,14,0.995,0.917,0.954
220,"On May 13 , 2010 , Yost was named manager of the Kansas City Royals , replacing Trey Hillman .",6,6,0.989,1.0,0.994
221,"On May 15 , 2007 , XM suspended Opie & Anthony for 30 days , in response to a broadcast featuring a homeless man who wandered into the studio .",12,11,0.987,1.0,0.993
222,"On November 2 , 2005 , Brown ended his contract early and left the federal government .",5,5,0.984,1.0,0.992
223,"One candidate is a wreck at the western end of Manitoulin Island in Lake Huron , with another wreck near Escanaba , Michigan , also proposed .",10,10,0.99,1.0,0.995
224,"One example could be `` Time '' , the fifth song from Pink Floyd 's 1973 album `` The Dark Side Of The Moon '' , which contains a reprise of `` Breathe '' , the first song of the same album .",11,11,0.992,1.0,0.996
225,"Only Ballard and Williams are left after Sergeant Jericho and the other officers , along with the two train operators , are killed when they try to finish the fight .",14,13,0.977,1.0,0.988
226,"Opponents of religious freedom sometimes referred to it as `` Rogue 's Island '' , and Cotton Mather called it `` the sewer of New England . ''",13,11,0.979,1.0,0.989
227,"Originally , Hank McCoy retains the basic features of a normal human alongside a generally simian physiology equivalent to that of a Great Ape .",8,7,0.972,1.0,0.986
228,"Other signs of lens subluxation include mild conjunctival redness , vitreous humour degeneration , prolapse of the vitreous into the anterior chamber , and an increase or decrease of anterior chamber depth .",11,10,0.988,1.0,0.994
229,Pakistan Chrome Mines Ltd. is a mining company incorporated in the Islamic Republic of Pakistan .,3,3,0.996,1.0,0.998
230,Parental investment is any expenditure of resources to benefit one offspring .,4,3,0.963,1.0,0.981
231,"Piffaro generally performs a concert series of four to five concerts a year in Philadelphia , in addition to touring throughout the United States , Canada , Europe and elsewhere .",8,7,0.978,1.0,0.989
232,"Plants have been planted marking parts of the foundations of the castle , so the positions of some of the buildings can still be inferred .",9,8,0.985,0.857,0.916
233,"Prior to the 2012 season , the Royals signed Yost to a contract extension through the 2013 season .",8,8,0.976,1.0,0.988
234,"Prior to the Playmaker tool , the Player could only call one of four available `` hot routes . ''",4,3,0.961,0.833,0.893
235,Proliferative nodules are usually biopsied and are regularly but not systematically found to be benign .,2,2,1.0,0.4,0.571
236,"RedHat engineers identified problems with ProPolice though , and in 2005 re-implemented stack-smashing protection for inclusion in GCC 4.1 .",9,7,0.955,0.846,0.897
237,"Reptiles identified during surveys include marbled geckos on both island groups while the following are limited to the main island in the Northern group - four-toed earless skink , bull skinks and western brown snakes .",12,10,0.966,1.0,0.983
238,"Results like these indicate acoustic mimicry complexes , both Batesian and Mullerian , may be widespread in the auditory world .",9,8,0.965,1.0,0.982
239,"Returning home , Ballard delivers her report , which her superiors refuse to believe .",6,6,1.0,1.0,1.0
240,"Robert Charles `` Jack '' Russell , MBE , is a retired English international cricketer , now known for his abilities as an artist , as a cricket wicketkeeping coach , and a football goalkeeping coach .",11,10,0.989,0.889,0.937
241,"Rosen argues that one of the most important provisions of the Constitution in Exile is limitations on the interstate commerce clause , which were undermined by the Supreme Court 's `` expansive interpretation of Congress 's power to regulate interstate commerce ... extended to include any activities that might affect commerce indirectly '' during the New Deal .",20,17,0.972,0.968,0.97
242,San Francisco 's diversity of cultures along with its eccentricities are so great that they have greatly influenced the country and the world at large over the years .,11,10,0.959,1.0,0.979
243,"Scarpetta returns to Virginia in `` Trace '' , convincing herself that she was fired from her position , at the request of her replacement , Dr. Joel Marcus .",10,8,0.971,1.0,0.985
244,"Several isomers of octene are known , depending on the position and the geometry of the double bond in the carbon chain .",6,4,0.95,1.0,0.974
245,She died in October 1915 of a heart attack .,3,2,0.963,1.0,0.981
246,She provided an audio commentary for the episode on the DVD release of the show 's third series alongside David Tennant .,6,6,1.0,1.0,1.0
247,"She published more than 15 research publications , including International Journals , International Conferences , National Conferences , workshops and seminars .",7,7,1.0,1.0,1.0
248,She returned to that Thames River base 9 February 1931 and for the remainder of the decade served as a training ship primarily for the Submarine School at New London and occasionally for NROTC units in the southern New England area .,11,8,0.946,1.0,0.972
249,"She was ordered to be rebuilt on 9 March 1724 , and was taken in hand at Deptford Dockyard by Master Shipwright Richard Stacey .",9,7,0.96,1.0,0.979
250,"Shea was born on September 5 , 1900 in San Francisco , California .",5,5,0.971,1.0,0.985
251,"Since joining the competition in 1908 , Richmond has won ten premierships , the most recent victory being in 1980 .",9,8,0.98,1.0,0.99
252,Sometimes extra payments were specified by which a freed slave could liberate himself from these residual duties .,7,7,0.979,1.0,0.99
253,"Specifically , knowledge and interest in the event affects the level of personal importance for the individual , which also affects the individual 's level of emotional arousal .",12,11,0.977,1.0,0.988
254,"Spennymoor Town F.C. are the main local football team and won the FA Carlsberg Vase , after winning 2-1 in the final at Wembley Stadium against Tunbridge Wells in May 2013 .",12,11,0.981,1.0,0.991
255,"Sukhum functioned as the capital of the `` Union treaty '' Abkhaz Soviet Socialist Republic associated with the Georgian SSR from 1921 until 1931 , when it became the capital of the Abkhazian Autonomous Soviet Socialist Republic within the Georgian SSR .",20,19,0.979,1.0,0.989
256,"Superboy-Prime , seeing an opportunity to defeat the now-weakened Anti-Monitor , flew through the Anti-Monitor 's chest and hurled his shattered body into space .",11,11,0.983,1.0,0.991
257,"Swinburne moves in his writing program from the philosophical to the theological , building his case rigorously .",0,0,0.0,0.0,0.0
258,Team Racing is a NASCAR Craftsman Truck Series team .,1,1,1.0,1.0,1.0
259,"That same year saw an outbreak of plague in Venice , one that lasted two years and caused Franco to leave the city and to lose many of her possessions .",11,10,0.976,1.0,0.988
260,The 2nd Battalion of the 13th Light Infantry was raised at Winchester in January 1858 .,9,8,0.989,1.0,0.994
261,The Acrolepiidae family of moths are also known as False Diamondback moths .,4,4,0.962,1.0,0.981
262,"The Alarm are an alternative rock/new wave band that formed in Rhyl , North Wales , in 1981 .",5,5,0.99,1.0,0.995
263,"The Bourbons built additional reception rooms and reconstructed the Sala d'Ercole , named for its frescos depicted the mythological hero , Hercules .",10,10,0.988,1.0,0.994
264,"The Bureau of Alcohol , Tobacco , Firearms and Explosives , formed in 1886 , is a federal law enforcement organization within the United States Department of Justice .",5,5,0.975,1.0,0.988
265,"The CRZ was organized by the Nepal and Indian members of the Naxalite movement , in a meeting at Siliguri in the Indian State of West Bengal during August 2001 .",9,9,1.0,1.0,1.0
266,"The Charles City equipment was transferred to Mason City to replace equipment burned in the November 24 , 1967 shop fire .",8,7,0.978,1.0,0.989
267,The Hamburg Concathedral with chapterhouse and capitular residential courts formed a `` Cathedral Immunity District '' of the Prince-Archbishopric of Bremen too .,4,4,0.978,0.692,0.811
268,"The Main Street Tunnel , located in Welland , Ontario , Canada , is an underwater tunnel , carrying Niagara Road 27 and the unsigned designation of Highway 7146 under the Welland Canal .",15,15,0.992,1.0,0.996
269,The Nadvorna dynasty is notable inasmuch as many of its descendants become rebbes .,5,5,0.989,0.875,0.929
270,The PAC bulletins were widely distributed at these meetings .,2,2,0.97,1.0,0.985
271,"The Persian contingent that was supposed to guard the defile soon abandoned it , and Alexander passed through without any problems .",11,9,0.956,1.0,0.977
272,"The Rev. William Alfred Quayle was honored by his alma mater , Baker University , with the degrees Litt.D .",5,5,0.991,0.909,0.948
273,"The River Stour Trust , formed in 1968 , has its headquarters in Sudbury , and a purpose built Visitor Centre located at Cornard Lock .",13,13,0.984,1.0,0.992
274,The SAS killed a total of 14 Provisional Irish Republican Army and Irish National Liberation Army members at these locations .,5,5,1.0,1.0,1.0
275,"The Steinbrenner family added a monument to Monument Park on September 20 , 2010 to honor Steinbrenner .",9,9,1.0,1.0,1.0
276,"The Summer Programs Office runs these programs , and many Wardlaw-Hartridge Students attend camp or classes over the summer .",11,11,0.984,1.0,0.992
277,The Triple-A Baseball National Championship Game was established in 2006 .,2,2,0.979,1.0,0.989
278,"The Venezuelan government required that all private television stations dedicate at least 25 % of their airtime to programs created by community groups , non-profits , and other independent producers .",12,12,0.987,1.0,0.993
279,The Wilbur Cross Highway formerly ended in Sturbridge ; locals sometimes call Haynes Street and portions of Mashapaug Road `` Old Route 15 '' .,9,9,0.977,1.0,0.988
280,"The `` Charleston Courier , '' founded in 1803 , and `` Charleston Daily News , '' founded in 1865 , merged to form the `` News and Courier '' in 1873 .",12,11,0.97,0.9,0.933
281,"The album , produced by Roy Thomas Baker , was promoted with American and European tours .",5,4,0.959,1.0,0.979
282,The band also confirmed that the album would be self-released .,3,2,0.947,1.0,0.973
283,The canal was dammed off from the river for most of the construction period .,5,4,0.961,1.0,0.98
284,"The car used in `` Stealth '' was a band member 's car , and recorded just outside the studio in the parking lot .",8,6,0.944,1.0,0.971
285,"The city was founded by the Western Town Lot Company in 1880 , and originally named Nordland , with the platted streets given Norwegian names .",9,8,0.985,1.0,0.992
286,The closest Watson ever got was when Republicans had 12 seats in the State House in 2003 .,7,7,1.0,1.0,1.0
287,The community is served by the United States Postal Service Hinsdale Post Office .,2,2,1.0,1.0,1.0
288,The dialects they speak are similar but have different intonations .,6,6,0.992,0.857,0.92
289,"The diocese was originally erected as the Prefecture Apostolic of Hpyeng-yang on 17 March 1927 , and renamed as the Prefecture Apostolic of Peng-yang on 17 March 1929 .",11,11,0.982,1.0,0.991
290,"The economy of Ostrov is based on food , electronic , and textile industries .",4,2,0.933,1.0,0.966
291,"The engine had twin turbochargers , and produced an advertised at 5700 rpm and of torque on 8 lbs of boost .",10,9,0.98,1.0,0.99
292,"The ensemble also has extensive recordings with Deutsche Grammophon , Dorian Recordings , Newport Classic , Navona Records , and under their own label .",4,4,0.986,1.0,0.993
293,"The establishment of a museum had first been planned in 1821 by the Philosophical Society of Australasia , and although specimens were collected , the Society folded in 1822 .",11,8,0.955,1.0,0.977
294,"The extension of the University Library can be found on the second floor , and parking for 120 cars on the third to sixth floors .",8,8,0.972,1.0,0.986
295,"The external gauge is usually readable directly , and most also incorporate an electronic sender to operate a fuel gauge on the dashboard .",10,9,0.968,1.0,0.984
296,The failure of 1st Armored to arrive intact and deploy as a single entity would have important consequences in later action against German forces in Tunisia .,8,7,0.984,1.0,0.992
297,The field at the Lake Elsinore Diamond is named the Pete Lehr Field .,2,2,0.954,1.0,0.976
298,The first comes from when Sweden 's Royal Couple lived there during the 1992 Barcelona Summer Olympics .,2,1,0.936,0.857,0.895
299,The first five laps would be added to the second part of the race and the overall result would be decided on aggregate .,7,7,0.976,1.0,0.988
300,"The first library in Huntington Beach opened in 1909 and has since evolved to a five location library system : Central , Main Street , Oak View , Helen Murphy , and Banning .",7,5,0.95,1.0,0.975
301,"The following tour featured extensive dates in East Asia , where the group played Tokyo , Osaka , Fukuoka , and Southeast Asia including Jakarta , Manila as well as Singapore and Guam .",17,17,0.998,1.0,0.999
302,The founder had pledged himself to honour the Blessed Virgin in a special manner .,6,6,0.992,1.0,0.996
303,"The fundraiser was successful , and the trip occurred from June through September of 2014 .",4,4,1.0,1.0,1.0
304,The fuselage had an oval cross-section and housed a water-cooled inverted-V V-12 engine .,5,1,0.886,0.889,0.887
305,"The gauge sender is usually a magnetically coupled arrangement , with a float arm inside the tank rotating a magnet , which rotates an external gauge .",8,7,0.986,1.0,0.993
306,The insurer sponsored the golf tournament known as the New Orleans Open beginning in 1981 .,8,7,0.968,1.0,0.984
307,"The lodge is open from mid-May to mid-October , with two weeks starting in the end of August reserved for the Dartmouth First-Year Trips .",13,13,0.981,1.0,0.991
308,The opening credits sequence for the collection was directed by Hanada Daizaburo .,3,2,0.965,1.0,0.982
309,"The permanent members are the provost , the Carl H. Pforzheimer University Professor and the deans or designees from the following Schools : the Faculty of Arts and Sciences , Harvard Business School , Harvard Law School and Harvard Medical School .",5,5,0.996,1.0,0.998
310,The pillars in a line on its both sides are according to Doric or Greek style and their decorations are according to the Meenakshi Temple at Madurai in Tamil Nadu .,10,8,0.968,1.0,0.984
311,"The race is in mixed eights , and usually held in late February / early March .",4,3,0.941,1.0,0.969
312,The rapids at the head of the South Fork were removed in 1908 .,5,3,0.93,1.0,0.964
313,"The redesigned 2006 Ram SRT-10 came in Mineral Gray Metallic , Inferno Red , and Brilliant Black Crystal Clear Coat .",2,2,0.976,1.0,0.988
314,The residue can be reprocessed for more dripping and strained through a cheesecloth lined sieve as an ingredient for a fine beef stock .,7,5,0.928,0.929,0.929
315,"The rest of the group reach a small shop , where Brady attempts to phone the Sheriff , but the crocodile breaks through a wall and devours Annabelle .",15,13,0.97,0.941,0.955
316,"The restrictions against eating meat and drinking wine , besides reducing a person 's pleasure , recall the cessation of the `` Korban Tamid '' and the `` Nesach Hayayin '' on the Temple Altar with the destruction of the Temple .",14,13,0.981,1.0,0.991
317,"The riders climbed off and began walking , shouting protests in general and in particular abuse at the race doctor , Pierre Dumas , whom some demanded should also take a test to see if he 'd been drinking wine or taking aspirin to make his own job easier .",19,16,0.977,1.0,0.988
318,The second was named after former US President George H. W. Bush stayed aboard in November 1995 .,5,4,0.974,1.0,0.987
319,The second was titled `` Consider Her Ways '' and also starred Barrie as the lead named Jane Waterleigh .,5,4,0.974,1.0,0.987
320,The series of three constitutional amendments in 1933 severely curtailed the role of the Governor-General of the Irish Free State .,8,7,0.986,1.0,0.993
321,"The site consists of three subterranean Grotto follies , constructed in the 18th century , split between two areas , one on the western side of the lake , at and one on the eastern side at .",15,15,0.981,1.0,0.991
322,"The staff provides a family-style , home-cooked dinner every night , which is attended not only by Dartmouth students , but by community members , Appalachian Trail thru-hikers , tourists , and even Dartmouth professors .",7,6,0.981,0.667,0.794
323,The station has a concourse and ticket office area which was internally redesigned and reopened in mid-2012 .,6,5,0.972,1.0,0.986
324,"The stations were both called `` Midsomer Norton and Welton '' ; under British Railways , the S&D station was renamed as Midsomer Norton South after a short period as Midsomer Norton Upper ; and is currently being restored with occasional open weekends with engines in steam .",18,17,0.979,0.957,0.968
325,The stock pot should be chilled and the solid lump of dripping which settles when chilled should be scraped clean and re-chilled for future use .,7,6,0.951,0.714,0.816
326,"The suit alleged that they conspired to fix prices for e-books , and weaken Amazon.com 's position in the market , in violation of antitrust law .",11,8,0.941,0.923,0.932
327,"The third known version is part number 2189014-00-212 , with at least one model being produced in February 1993 .",5,4,0.965,1.0,0.982
328,"The town was previously served by a station on the Somerset and Dorset Railway but this closed in 1966 , and by a second station on the Bristol and North Somerset Railway at Welton in the valley .",12,12,0.988,0.933,0.96
329,The very large piers at the crossing signify that there was once a tower .,2,2,1.0,0.625,0.769
330,The video was the first ever to feature the use of dialogue .,4,3,0.96,1.0,0.98
331,Their mission was always for a specific mandate and lasted for a limited period .,4,3,0.936,1.0,0.967
332,Their numbers continued to increase each year as rumours about immigration restrictions appeared in much of the Cypriot media .,7,5,0.952,1.0,0.975
333,"Then the fillets are put in a mix of olive oil , vinegar , sugar , garlic , chill peppers , and lots of parsley or celery .",4,4,0.98,0.929,0.954
334,There have been two crashes involving fatalities at the airfield since it was established .,6,5,0.98,1.0,0.99
335,"There used to be a Youth Hostel but it closed in October 2008 and the building has since reopened as Keld Lodge , a hotel with bar and restaurant .",12,10,0.973,0.941,0.957
336,"There were 143 households out of which 30.1 % had children under the age of 18 living with them , 49.7 % were married couples living together , 11.9 % had a female householder with no husband present , and 36.4 % were non-families .",19,13,0.932,0.957,0.944
337,"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .",23,18,0.949,0.958,0.953
338,"There were 6,524 households out of which 35.3 % had children under the age of 18 living with them , 31.7 % were married couples living together , 31.5 % had a female householder with no husband present , and 30.6 % were non-families .",20,14,0.929,0.957,0.943
339,These and other attempts supplied a bridge between the literature of the two languages .,5,5,1.0,1.0,1.0
340,"These are visually very similar to part number 2189014-00-211 , with the same AT style plug and chassis , silver label on the reverse bearing the AnyKey moniker , screws holding the keyboard together , macro programming requiring the control key , and lacking the AnyKey inscription on their face .",21,20,0.982,1.0,0.991
341,These beams stem from a cosmic energy source called the `` Omega Effect '' .,3,3,0.979,1.0,0.989
342,These objects are thrown away if their screen projection is too small .,3,3,0.975,1.0,0.987
343,"These orientations allow easy movement , i.e. degrees of freedom , and thus lowers entropy minimally .",5,5,0.996,1.0,0.998
344,"These were often related to European conflict , as the Stuart Pretenders were aided and encouraged by Britain 's continental enemies for their own ends .",7,6,0.979,1.0,0.989
345,"They beat Milligan 1-0 , Grand View 3-0 , Webber International 1-0 and Azusa Pacific 0-0 to win the NAIA National Championships .",3,3,0.978,0.333,0.497
346,"They have included some of the most dangerous assassins in the world including Lady Shiva , David Cain , and Merlyn .",8,8,1.0,1.0,1.0
347,They usually go through a period of dormancy after flowering .,3,3,0.98,1.0,0.99
348,"Third TV drama series was broadcast in 2008 - , featuring Mao Inoue as Anmitsu .",7,6,0.978,1.0,0.989
349,This attire has also become popular with women of other communities .,3,3,0.971,1.0,0.985
350,"This can be further generalized by defining a Q-valued Euler characteristic for certain finite categories , a notion compatible with the Euler characteristics of graphs , orbifolds and posets mentioned above .",6,5,0.952,0.722,0.821
351,"This change was soon picked up by Huguenot writers , who began to expand on Calvin and promote the idea of the sovereignty of the people , ideas to which Catholic writers and preachers responded fiercely .",16,15,0.981,1.0,0.991
352,This engine was equipped with an electronically controlled carburetor .,2,2,0.978,1.0,0.989
353,This had considerable implications for the Welsh language as it was the main language of the nonconformist churches in Wales .,8,8,0.988,1.0,0.994
354,"This is most common in Western countries in those with Barrett 's esophagus , and occurs in the cuboidal cells .",7,6,0.962,1.0,0.981
355,"This line was extended east by the Prahran & Malvern Tramways Trust from Hawthorn Road to Darling Road , Malvern East on 13 November 1913 .",6,6,0.984,1.0,0.992
356,"This mutation gives him superhuman strength , speed , reflexes , agility , flexibility , dexterity , coordination , balance , and endurance .",11,11,1.0,1.0,1.0
357,"This policy was , however , opposed by the miners who demanded that the inspections be carried out by experienced colliers .",6,5,0.962,1.0,0.981
358,"To assist the pope in the many calls for his help and charity , Pascalina organized and led the `` Magazzino '' , a private papal charity office which employed up to 40 helpers and continued until 1959 .",14,11,0.968,1.0,0.984
359,"To keep the family together , Michael asks his self-centered twin sister Lindsay , her husband Tobias and their daughter Maeby to live together in the Bluth model home with him and George Michael .",14,13,0.968,1.0,0.984
360,"To the Medieval school of Jewish Philosophy , that framed Judaism in light of Greek thought and human intellect , God the Infinite has no needs .",9,8,0.978,1.0,0.989
361,"To the north , along and across the same border , live speakers of Lakha .",1,1,0.974,0.875,0.922
362,Total ` Fresh Food Story ' constructed at the end of the North Mall .,1,1,0.976,1.0,0.988
363,"Transferred to Key West , Florida , on 1 June 1941 , `` R-11 '' continued her training ship duties throughout the remainder of her career .",1,1,0.914,0.214,0.347
364,Trumbull was often incorrectly credited in print as being the sole special-effects creator for 2001 .,5,4,0.949,1.0,0.974
365,"Twice divorced and currently married , Ladd is the mother of actress Laura Dern , by her ex-husband , actor Bruce Dern .",6,4,0.931,0.917,0.924
366,Two seats were won by the Labor-Progressive Party on its own with the re-election of A.A. MacLeod and J.B. Salsberg .,6,4,0.907,0.545,0.681
367,"Tyabb also has Tyabb Airport , a private airfield which has been operating for more than thirty years .",7,6,0.981,1.0,0.99
368,US 258 intersects NC 222 in Fountain before entering Edgecombe County .,3,3,0.978,1.0,0.989
369,"Under the Comanche program , each company built different parts of the aircraft .",5,5,0.987,1.0,0.993
370,"Unlike Uncle Sam later , he is not a figure of authority but rather a yeoman who prefers his small beer and domestic peace , possessed of neither patriarchal power nor heroic defiance .",12,9,0.949,1.0,0.974
371,Unruly passengers are often put off here to be taken into custody .,4,3,0.933,1.0,0.965
372,"Wakeboarding is practiced by both men and women at the competitive level , but they compete in separate categories .",7,7,0.995,0.818,0.898
373,Watson has served as Minority Leader since elected by his caucus in November 1998 .,8,7,0.986,1.0,0.993
374,"Watson was the founder and editor of `` newcritics.com , '' an online journal of media and arts criticism launched in January , 2007 and shuttered in June , 2009 .",12,10,0.967,1.0,0.983
375,"When Naguib began showing signs of independence from Nasser by distancing himself from the RCC 's land reform decrees and drawing closer to Egypt 's established political forces , namely the Wafd and the Brotherhood , Nasser resolved to depose him .",17,15,0.981,1.0,0.99
376,"When civilian government was introduced in Romblon by the Americans in 16 March 1901 , Banton was one of 11 new municipalities reinstated or created .",9,8,0.979,1.0,0.989
377,"When the explosion tore through the hut , Stauffenberg was convinced that no one in the room could have survived .",5,5,0.974,0.769,0.859
378,"While pursuing his MFA at Columbia in New York , Scieszka painted apartments .",6,5,0.962,1.0,0.98
379,Why the `` Epilogue '' is missing is unknown .,1,1,1.0,0.5,0.667
380,"Wide acceptance of zero-energy building technology may require more government incentives or building code regulations , the development of recognized standards , or significant increases in the cost of conventional energy .",12,12,0.993,1.0,0.997
381,"With no assigned task , the Cosmos expressed concern for what Battra might do .",4,4,1.0,1.0,1.0
382,"With the help of Morena , the goddess of the underworld , she has captivated Yaromir .",5,5,0.971,1.0,0.985
383,"With this act , Russia was officially transformed from an absolute monarchy into a constitutional one , though the exact extent of just `` how '' constitutional quickly became the subject of debate , based upon the emperor 's subsequent actions .",15,14,0.974,1.0,0.987
384,"With versions in 1/48 , 1/72 , 1/96 , and 1/144 scale , Big Gun Model Warship combat clubs have rules that make provisions for cannon caliber and armor thickness to be scaled according to that which existed on the prototype vessel .",17,16,0.965,1.0,0.982
385,"Wright was the subject of `` This Is Your Life '' on two occasions : in May 1961 when he was surprised by Eamonn Andrews , and in January 1990 , when Michael Aspel surprised him at Thames Television 's Teddington Studios .",17,17,0.994,1.0,0.997
386,`` Black Water '' became one of the few records by any act released as a B-side to another Hot 100 hit `` before '' topping the Hot 100 itself .,14,13,0.974,1.0,0.987
387,"`` For a list of all medalists , please see the List of Great American Beer Festival medalists ''",1,1,0.971,0.667,0.791
388,"`` Greenfish '' was launched by the Electric Boat Co. , Groton , Conn. , 21 December 1945 ; sponsored by Mrs. Thomas J. Doyle ; and commissioned 7 June 1946 , Comdr. R. M. Metcalf commanding .",10,9,0.985,0.783,0.873
389,`` It started from modest beginnings and became a gigantic charity '' .,3,2,0.96,1.0,0.98
390,`` Le Griffon '' is reported to be the `` Holy Grail '' of Great Lakes shipwreck hunters .,2,2,0.976,1.0,0.988
391,"`` See also : Grand Duke of Luxembourg , List of Prime Ministers of Luxembourg ''",6,6,0.99,1.0,0.995
392,`` The Cure '' topped the online music sales charts .,2,2,1.0,1.0,1.0
393,"he was one of only a few concert organists worldwide who supported themselves exclusively by giving recitals , concerts and master classes , without any supplement from teaching or church position .",11,10,0.972,1.0,0.986
394,"$ 300 million of bonds due Nov. 16 , 1993 , with equity - purchase warrants , indicating a 3 3\/4 % coupon at par via Nomura International Ltd .",11,8,0.951,0.941,0.946
395,"( Separately , the Senate last week passed a bill permitting execution of terrorists who kill Americans abroad . )",8,8,1.0,1.0,1.0
396,"A San Francisco lawyer , Mr. Panelli rowed religiously when he first got the machine , but , he complains , it left grease marks on his carpet , `` and it was boring .",11,11,0.987,0.778,0.87
397,"A half - dozen Soviet space officials , in Tokyo in July for an exhibit , stopped by to see their counterparts at the National Space Development Agency of Japan .",11,11,0.985,1.0,0.993
398,"A month ago , when Beatrice first filed to sell debt , the company had planned to offer $ 200 million of its senior subordinated reset notes at a yield of 12 3\/4 % .",12,10,0.976,0.95,0.963
399,"A similar technique is almost impossible to apply to other crops , such as cotton , soybeans and rice .",5,4,0.95,1.0,0.974
400,A specialist is an exchange member designated to maintain a fair and orderly market in a specified stock .,7,6,0.981,1.0,0.99
401,A spokesman said HealthVest has paid two of the three banks it owed interest to in October and is in negotiations with the third bank .,18,18,0.998,1.0,0.999
402,A state judge postponed a decision on a move by holders of Telerate Inc. to block the tender offer of Dow Jones & Co. for the 33 % of Telerate it does n't already own .,14,14,0.997,0.895,0.943
403,"A surprising 78 % of people said they exercise regularly , up from 73 % in 1981 .",8,7,0.959,1.0,0.979
404,"A year earlier UniFirst earned $ 2.4 million , or 24 cents a share adjusted for the split .",8,7,0.985,1.0,0.993
405,"About $ 70 billion is estimated to be tied up in the short - term money market , which acts both as a hedge against inflation for consumers and an accelerator of inflation and deficits for the government .",9,8,0.973,1.0,0.986
406,"According to one person familiar with the airline , the buy - out group -- led by United 's pilots union and UAL Chairman Stephen Wolf -- has begun billing UAL for fees and expenses it owes to investment bankers , law firms and banks .",13,12,0.979,0.963,0.971
407,"After practicing law locally , he was elected to his first 10 - year term as judge in 1971 ; in 1981 , he was effectively re - elected .",12,10,0.975,0.929,0.951
408,"After years of talking about selling in Japan , more and more U.S. companies are seriously pouring in .",4,3,0.964,0.909,0.936
409,"Also , the premiums paid by the U.S. government on a purchase of copper for the U.S. Mint were lower than expected , and acted as a price depressant , analysts said .",13,12,0.981,1.0,0.99
410,"Although Heathrow authorities have been watching a group of allegedly crooked baggage handlers for some time , the Gauguin may be `` lost . ''",6,6,0.994,0.933,0.963
411,"Although Mr. Azoff wo n't produce films at first , it is possible that he could do so later , the sources said .",8,8,0.974,1.0,0.987
412,"Although no specific agreements are expected , Mr. Shevardnadze said `` that does n't mean they will be without an agenda . ''",7,7,0.964,1.0,0.982
413,"Although the Treasury will announce details of the November refunding tomorrow , it could be delayed if Congress and President Bush fail to increase the Treasury 's borrowing capacity .",10,10,0.992,0.944,0.967
414,"Among other things , they said , Mr. Azoff would develop musical acts for a new record label .",4,4,0.959,1.0,0.979
415,"And , since the public has always been fascinated by gossip and voyeurism , reporters and editors will strain for creative angles to justify the inclusion of collateral facts about private lives including sexual activities and domestic relationships , activities of family members , and all matters about mental and physical health .",23,23,0.996,1.0,0.998
416,And Dewar 's gave discounts on Scottish merchandise to people who sent in bottle labels .,7,7,0.986,1.0,0.993
417,"And do n't expect many complete games by pitchers -- perhaps three out of 288 , laughs Mr. Fingers , the former Oakland reliever .",6,5,0.963,0.941,0.952
418,And he got rid of low - margin businesses that just were n't making money for the company .,6,5,0.936,0.9,0.917
419,Annualized interest rates on certain investments as reported by the Federal Reserve Board on a weekly - average basis :,0,0,0.0,0.0,0.0
420,"As a result , he said he will examine the Marcos documents sought by the prosecutors to determine whether turning over the filings is self - incrimination .",11,10,0.978,1.0,0.989
421,"As of Sept. 30 , American Brands had 95.2 million shares outstanding .",5,5,0.98,1.0,0.99
422,"As the London trading session drew to a close , the market was still listening to the parliamentary debate on the economy , with new Chancellor of the Exchequer John Major expected to clarify his approach to the British economy and currency issues .",13,11,0.952,1.0,0.975
