sent_id,subject,relation,object,high_fidelity(sim>=90),correctness_%,correctness,completeness_of_sentence,minimality,accuracy_%
65,the Brumbies,a record crowd at,Canberra Stadium,True,100.0,1.0,0.818,0.619,81.2
66,A different judge,ordered,the case reviewed by a higher court,True,100.0,1.0,1.0,0.154,71.8
66,the case reviewed by a higher court,reviewed by,a higher court,True,100.0,1.0,1.0,0.077,69.2
66,A different judge,"ordered, ordered then ordered",the case,False,89.7,0.897,1.0,0.308,73.5
66,A different judge,the case reviewed by,a higher court,True,100.0,1.0,1.0,0.231,74.4
67,environmental factors,understood As,a result,True,100.0,1.0,1.0,0.684,89.5
67,environmental factors,understood to contribute,the strength of intimate relationships,True,100.0,1.0,1.0,0.474,82.5
67,environmental factors,understood As,a result,True,100.0,1.0,1.0,0.684,89.5
67,environmental factors,"understood also understood, contribute to, understood contribute, contribute heavily, contribute to",the strength,False,77.6,0.776,1.0,0.211,66.2
67,environmental factors,the strength of,intimate relationships,True,100.0,1.0,1.0,0.632,87.7
68,thermal relief valves,are characterized For by,the relatively small size,True,100.0,1.0,1.0,0.633,87.8
68,thermal relief valves,to provide,protection from excess pressure caused by thermal expansion,True,100.0,1.0,1.0,0.567,85.6
68,excess pressure caused by thermal expansion,caused by,thermal expansion,True,100.0,1.0,1.0,0.667,88.9
68,the valve,is,necessary,True,92.7,0.927,1.0,0.867,93.1
68,thermal relief valves,characterized For,liquid-packed vessels,True,100.0,1.0,1.0,0.767,92.2
68,thermal relief valves,characterized generally characterized by,the relatively small size,True,100.0,1.0,1.0,0.633,87.8
68,thermal relief valves,the relatively small size of,the valve,True,100.0,1.0,1.0,0.667,88.9
68,thermal relief valves,"necessary, provide to, characterized provide",protection,False,87.8,0.878,1.0,0.7,85.9
68,thermal relief valves,protection from,excess pressure,True,100.0,1.0,1.0,0.767,92.2
68,thermal relief valves,excess pressure caused by,thermal expansion,True,100.0,1.0,1.0,0.7,90.0
69,Callaghan 's decision,although attracted,although a memorial service aboard the `` Missouri '' in April 2001 attracted controversy,True,100.0,1.0,0.95,0.406,78.5
69,a memorial service,attracted,controversy,True,100.0,1.0,0.95,0.844,93.1
69,Callaghan 's decision,in,1945,True,100.0,1.0,0.95,0.844,93.1
69,Callaghan 's decision,receive,praise years later,True,100.0,1.0,0.95,0.781,91.0
69,a memorial service,in,April 2001,True,100.0,1.0,0.95,0.812,92.1
69,a memorial service aboard the `` Missouri in April 2001,attracted,controversy,True,100.0,1.0,0.95,0.625,85.8
69,Callaghan 's decision,"receive, Callaghan 's decision on",the Japanese pilot 's funeral,True,91.9,0.919,0.95,0.594,82.1
69,Callaghan 's decision,Callaghan 's decision in,1945,True,100.0,1.0,0.95,0.75,90.0
69,Callaghan 's decision,"receive, receive years later",a memorial service,True,93.0,0.93,0.95,0.688,85.6
69,Callaghan 's decision,a memorial service aboard,the `` Missouri,True,100.0,1.0,0.95,0.688,87.9
69,Callaghan 's decision,a memorial service in,April 2001,True,100.0,1.0,0.95,0.719,89.0
69,Callaghan 's decision,attracted,controversy,True,100.0,1.0,0.95,0.844,93.1
70,she,became in,very ill,True,92.7,0.927,1.0,0.615,84.7
70,she,became in,this,True,90.9,0.909,1.0,0.692,86.7
70,she,became,a severe cold or pneumonia,True,100.0,1.0,1.0,0.462,82.1
70,she,became After,this,True,100.0,1.0,1.0,0.692,89.7
70,she,"became, ill very, became with",a severe cold,False,82.5,0.825,1.0,0.308,71.1
71,The RSNO 's base,constructed to is at,Henry Wood Hall in Glasgow,True,97.6,0.976,1.0,0.629,86.8
71,The RSNO 's base,is used as,its recording venue,True,100.0,1.0,1.0,0.714,90.5
71,a new base,is used as,its recording venue,True,100.0,1.0,1.0,0.743,91.4
71,a new base,is at,Henry Wood Hall in Glasgow,True,100.0,1.0,1.0,0.714,90.5
71,a new base,constructed in,"the Royal Concert Hall , Buchanan Street",True,100.0,1.0,1.0,0.657,88.6
71,the Royal Concert Hall,is,Buchanan Street,True,100.0,1.0,1.0,0.8,93.3
71,The RSNO 's base,"is, is at",Henry Wood Hall,True,95.0,0.95,1.0,0.714,88.8
71,The RSNO 's base,Henry Wood Hall in,Glasgow,True,100.0,1.0,1.0,0.743,91.4
71,The RSNO 's base,"used also, is used, used as",its recording venue,False,88.7,0.887,1.0,0.629,83.9
71,a new base,"constructed, constructed within",the Royal Concert Hall,False,88.9,0.889,1.0,0.714,86.8
72,His main power,is,"a form of energy that he fires from his eyes as either a concussive force or disintegrating energy , capable of transmuting or erasing living objects and organisms from existence as well as resurrecting them",True,100.0,1.0,1.0,0.264,75.5
72,he,fires from as,that,True,100.0,1.0,1.0,0.906,96.9
72,he,fires from,his eyes,True,100.0,1.0,1.0,0.906,96.9
72,he,fires as,"either a concussive force or disintegrating energy , capable of transmuting or erasing living objects and organisms from existence as well as resurrecting them",True,100.0,1.0,1.0,0.491,83.0
72,he,erasing from,living objects and organisms,True,100.0,1.0,1.0,0.868,95.6
72,he,erasing from,organisms,True,100.0,1.0,1.0,0.925,97.5
72,he,resurrecting,them,True,100.0,1.0,1.0,0.943,98.1
72,he,erasing from,existence,True,100.0,1.0,1.0,0.925,97.5
72,His main power,is to depending on,the dark lord 's will,True,97.2,0.972,1.0,0.774,91.5
72,he,is to depending on,the dark lord 's will,True,96.4,0.964,1.0,0.811,92.5
72,His main power the Omega Beam,is,the Omega Beam,True,100.0,1.0,1.0,0.811,93.7
72,His main power the Omega Beam,"is a form, a form of",energy,True,94.2,0.942,1.0,0.755,89.9
72,His main power the Omega Beam,fires,he,True,100.0,1.0,1.0,0.849,95.0
72,His main power the Omega Beam,"fires, fires from",his eyes,True,92.8,0.928,1.0,0.792,90.7
72,His main power the Omega Beam,fires as,either a concussive force,True,100.0,1.0,1.0,0.774,92.5
72,His main power the Omega Beam,"capable, capable of, of transmuting, transmuting erasing",living objects,False,85.2,0.852,1.0,0.717,85.6
72,His main power the Omega Beam,erasing from,existence,True,100.0,1.0,1.0,0.83,94.3
72,His main power the Omega Beam,"as as, as well, transmuting as, transmuting resurrecting",them,True,92.5,0.925,1.0,0.717,88.1
72,His main power the Omega Beam,"is depending, depending on",the dark lord 's will,True,92.0,0.92,1.0,0.717,87.9
73,The 2005 model,introduced,a third row of seats to the Pathfinder line,True,100.0,1.0,1.0,0.278,75.9
73,The 2005 model,introduced,the first time,True,100.0,1.0,1.0,0.611,87.0
73,The 2005 model,introduced,a third row,True,100.0,1.0,1.0,0.611,87.0
73,The 2005 model,a third row of,seats,True,100.0,1.0,1.0,0.556,85.2
73,The 2005 model,seats to,the Pathfinder line,True,100.0,1.0,1.0,0.556,85.2
73,The 2005 model,introduced for,the first time,True,100.0,1.0,1.0,0.556,85.2
74,The district,provides to on,recreation and leisure services,True,100.0,1.0,0.909,0.526,81.2
74,The district,provides,many non,True,92.9,0.929,0.909,0.737,85.8
74,The district,provides,residents of the area,False,85.3,0.853,0.909,0.632,79.8
74,The district,provides on,a fee basis,True,100.0,1.0,0.909,0.632,84.7
74,The district,"provides, provides also provides",recreation and leisure services,True,92.1,0.921,0.909,0.474,76.8
74,The district,provides to,many non,True,93.5,0.935,0.909,0.684,84.3
74,The district,residents of,residents,False,75.0,0.75,0.909,0.737,79.9
74,The district,provides on,the area,True,100.0,1.0,0.909,0.684,86.4
75,The very ease,acquiring,Esperanto,True,100.0,1.0,1.0,0.583,86.1
75,The very ease,might accelerate,the process,True,100.0,1.0,1.0,0.417,80.6
75,The very ease of acquiring Esperanto,might accelerate,the process,True,100.0,1.0,1.0,0.167,72.2
75,The very ease,"accelerate, The very ease of, of acquiring",Esperanto,False,81.8,0.818,1.0,0.083,63.4
75,The very ease,accelerate even accelerate,the process,True,100.0,1.0,1.0,0.333,77.8
76,He,looked,different,True,100.0,1.0,1.0,0.875,95.8
76,Hauptmann,looked,different,True,100.0,1.0,1.0,0.875,95.8
76,Hauptmann,was,dead,True,100.0,1.0,1.0,0.875,95.8
76,John,was,dead,True,100.0,1.0,1.0,0.875,95.8
76,John,looked,different,True,100.0,1.0,1.0,0.875,95.8
76,John,because had been murdered,because he had been murdered by his confederates,True,100.0,1.0,1.0,0.458,81.9
76,he,had been murdered by,his confederates,True,100.0,1.0,1.0,0.708,90.3
76,He,stated_that,that Hauptmann looked different and that `` John '' was actually dead because he had been murdered by his confederates,True,95.0,0.95,1.0,0.083,67.8
76,Hauptmann,"stated, stated further stated looked",John,True,90.0,0.9,1.0,0.708,86.9
76,he,was actually murdered by,his confederates,True,100.0,1.0,1.0,0.708,90.3
77,The RSNO,performs in at,Scotland,True,95.1,0.951,1.0,0.829,92.7
77,The RSNO,performs in at,"such venues as the Glasgow Royal Concert Hall , Usher Hall , Caird Hall , Aberdeen Music Hall , Perth Concert Hall and Eden Court Inverness",True,98.8,0.988,1.0,0.114,70.1
77,The RSNO,"performs, performs also performs, performs throughout",Scotland,False,89.4,0.894,1.0,0.743,87.9
77,The RSNO,performs at,such venues,True,100.0,1.0,1.0,0.829,94.3
77,The RSNO,such venues as,the Glasgow Royal Concert Hall,True,100.0,1.0,1.0,0.714,90.5
78,Alvarez,reunited,his family in New York and,True,100.0,1.0,1.0,0.714,90.5
78,Alvarez,was,"able to start a business in Hoboken , New Jersey",True,100.0,1.0,1.0,0.571,85.7
78,his father,was,"able to start a business in Hoboken , New Jersey",True,100.0,1.0,1.0,0.536,84.5
78,his father,was reunited,Alvarez,True,100.0,1.0,1.0,0.821,94.0
78,Alvarez,to start,"a business in Hoboken , New Jersey",True,100.0,1.0,1.0,0.643,88.1
78,Hoboken,is,New Jersey,True,92.3,0.923,1.0,0.857,92.7
78,Alvarez,reunited,Five years later,True,100.0,1.0,1.0,0.821,94.0
78,Alvarez,"reunited Five years later reunited, reunited with",his family,True,90.7,0.907,1.0,0.643,85.0
78,Alvarez,his family in,New York,True,100.0,1.0,1.0,0.786,92.9
78,Alvarez,start to,his father,True,100.0,1.0,1.0,0.821,94.0
78,Alvarez,able start,a business,True,100.0,1.0,1.0,0.821,94.0
78,Alvarez,a business in,Hoboken,True,100.0,1.0,1.0,0.821,94.0
79,The Anti-Monitor,to siphon,the positive matter of New York City,True,100.0,1.0,1.0,0.389,79.6
79,The Anti-Monitor,to create,his Antimatter waves,True,100.0,1.0,1.0,0.611,87.0
79,The Anti-Monitor,to create,to create his Antimatter waves,True,100.0,1.0,1.0,0.5,83.3
79,The Anti-Monitor,"began, siphon to, began siphon",the positive matter,False,89.1,0.891,1.0,0.444,77.8
79,The Anti-Monitor,the positive matter of,New York City,True,100.0,1.0,1.0,0.5,83.3
79,The Anti-Monitor,create to create,his Antimatter waves,True,100.0,1.0,1.0,0.556,85.2
80,These tracks,included on,CD reissues of the album `` The Plan '',True,100.0,1.0,0.875,0.235,70.3
80,the album,is,` The Plan '',False,87.2,0.872,0.875,0.588,77.8
80,These tracks,"included, included subsequently included, included on",CD reissues,True,90.7,0.907,0.875,0.412,73.1
80,These tracks,CD reissues of,the album,True,100.0,1.0,0.875,0.588,82.1
81,He,develops as,significance,True,100.0,1.0,0.938,0.857,93.2
81,He,develops as,a recurrent character in the series and friend to Dream,True,100.0,1.0,0.938,0.536,82.5
81,He,appearing,appearing in a total of seven issues spanning six hundred years,True,100.0,1.0,0.938,0.536,82.5
81,He,appearing,of seven issues spanning six hundred years,True,100.0,1.0,0.938,0.679,87.2
81,He,develops to appearing in,a total,True,100.0,1.0,0.938,0.75,89.6
81,of seven issues,spanning,six hundred years,True,100.0,1.0,0.938,0.75,89.6
81,He,develops,significance,True,100.0,1.0,0.938,0.893,94.4
81,He,"develops, develops as",a recurrent character,False,87.8,0.878,0.938,0.75,85.5
81,He,a recurrent character in,the series,True,100.0,1.0,0.938,0.75,89.6
81,He,a recurrent character to,Dream,True,100.0,1.0,0.938,0.786,90.8
81,He,"appearing, appearing in",a total,False,80.7,0.807,0.938,0.786,84.4
81,He,of seven issues spanning,of seven issues,True,100.0,1.0,0.938,0.714,88.4
82,Davis,released in,about 25 singles,True,95.4,0.954,1.0,0.739,89.8
82,Davis,released in,"his seven years with Dakar , most of them big R&B sellers produced by Willie Henderson",True,98.5,0.985,1.0,0.174,72.0
82,Davis,during,"his seven years with Dakar , most of them big R&B sellers produced by Willie Henderson",True,100.0,1.0,1.0,0.217,73.9
82,big R&B sellers produced by Willie Henderson,produced by,Willie Henderson,True,100.0,1.0,1.0,0.522,84.1
82,Dakar,is,most of them big R&B sellers produced by Willie Henderson,True,97.7,0.977,1.0,0.478,81.8
82,most,is,big R&B sellers produced by Willie Henderson,True,97.0,0.97,1.0,0.609,86.0
82,Davis,released,about 25 singles,True,100.0,1.0,1.0,0.783,92.8
82,Davis,released during,his seven years,True,100.0,1.0,1.0,0.739,91.3
82,Davis,his seven years with,Dakar,True,100.0,1.0,1.0,0.739,91.3
82,Davis,most of,most,True,100.0,1.0,1.0,0.826,94.2
82,Davis,big R&B sellers produced,big R&B sellers,True,100.0,1.0,1.0,0.652,88.4
82,Davis,by,Willie Henderson,True,100.0,1.0,1.0,0.826,94.2
83,popular internet reviewers,delivered In,a scathing video critique of the film,True,100.0,1.0,1.0,0.636,87.9
83,RedLetterMedia,delivered In,a scathing video critique of the film,True,100.0,1.0,1.0,0.697,89.9
83,popular internet reviewers,delivered In,2010,True,100.0,1.0,1.0,0.818,93.9
83,RedLetterMedia,delivered In,2010,True,100.0,1.0,1.0,0.879,96.0
83,popular internet reviewers,drawing,"drawing negative comparisons to The Three Stooges , Looney Tunes , and `` Home Alone ''",True,100.0,1.0,1.0,0.394,79.8
83,RedLetterMedia,drawing,"drawing negative comparisons to The Three Stooges , Looney Tunes , and `` Home Alone ''",True,100.0,1.0,1.0,0.455,81.8
83,popular internet reviewers,drawing,"negative comparisons to The Three Stooges , Looney Tunes",True,100.0,1.0,1.0,0.606,86.9
83,RedLetterMedia,drawing,"negative comparisons to The Three Stooges , Looney Tunes",True,100.0,1.0,1.0,0.667,88.9
83,popular internet reviewers,delivered In,2010,True,100.0,1.0,1.0,0.818,93.9
83,RedLetterMedia,delivered,a scathing video critique,True,100.0,1.0,1.0,0.818,93.9
83,RedLetterMedia,a scathing video critique of,the film,True,100.0,1.0,1.0,0.758,91.9
83,RedLetterMedia,drawing,negative comparisons,True,100.0,1.0,1.0,0.879,96.0
83,RedLetterMedia,negative comparisons to,The Three Stooges,True,100.0,1.0,1.0,0.788,92.9
84,there,were in,"repeated attempts by the deposed House of Stewart to regain the throne , leading to severe uprisings",True,98.6,0.986,0.933,0.231,71.7
84,there,were in,England and especially Scotland,True,96.6,0.966,0.933,0.731,87.7
84,repeated attempts,to regain,the throne,True,100.0,1.0,0.933,0.769,90.1
84,repeated attempts,leading to,leading to severe uprisings,True,100.0,1.0,0.933,0.692,87.5
84,there,leading,severe uprisings,True,100.0,1.0,0.933,0.846,92.6
85,These skills,were mobilized,when squadrons and personnel were mobilized and recalled back to active duty during the Korean War and the Berlin Crisis,True,100.0,1.0,1.0,0.077,69.2
85,squadrons,were mobilized,squadrons and personnel,True,100.0,1.0,1.0,0.769,92.3
85,personnel,were mobilized,squadrons and personnel,True,100.0,1.0,1.0,0.769,92.3
85,squadrons,recalled in,the Korean War and the Berlin Crisis,True,97.1,0.971,1.0,0.615,86.2
85,personnel,recalled in,the Korean War and the Berlin Crisis,True,97.1,0.971,1.0,0.615,86.2
85,squadrons,"proven, proven readily proven mobilized, mobilized recalled, recalled back, back to",active duty,False,78.3,0.783,1.0,0.462,74.8
85,squadrons,recalled during,the Korean War the Berlin Crisis,True,100.0,1.0,1.0,0.654,88.5
86,the clathrate-like baskets,surrounding,them,True,100.0,1.0,1.0,0.737,91.2
86,the clathrate-like baskets,merge For,example,True,100.0,1.0,1.0,0.684,89.5
86,the clathrate-like baskets,come,when two such hydrophobic particles come very close,True,100.0,1.0,1.0,0.368,78.9
86,two such hydrophobic particles,merge For,example,True,100.0,1.0,1.0,0.632,87.7
86,the clathrate-like baskets,"come, close very, the clathrate-like baskets surrounding",them,False,89.1,0.891,1.0,0.421,77.1
87,love,suspects to is in,Antiochus 's suffering,True,92.9,0.929,1.0,0.385,77.1
87,The doctor,is,Erasistratus,True,100.0,1.0,1.0,0.692,89.7
87,The doctor Erasistratus,suspects,Erasistratus,True,100.0,1.0,1.0,0.615,87.2
87,The doctor Erasistratus,suspects,love,True,100.0,1.0,1.0,0.615,87.2
87,The doctor Erasistratus,"is, is behind",Antiochus 's suffering,True,96.6,0.966,1.0,0.308,75.8
88,The Lletty Shenkin explosion,led,"demands the local middle classes in Aberdare , for improved safety in the mines",True,100.0,1.0,1.0,0.296,76.5
88,in particular,is,particular,False,89.7,0.897,1.0,0.852,91.6
88,The Lletty Shenkin explosion,of,1849 of,True,100.0,1.0,1.0,0.741,91.4
88,The Lletty Shenkin explosion,"led, The Lletty Shenkin explosion of",1849,True,93.5,0.935,1.0,0.593,84.3
88,The Lletty Shenkin explosion,"led in particular led, led to",demands,True,95.8,0.958,1.0,0.593,85.0
88,The Lletty Shenkin explosion,the local middle classes in,the local middle classes,True,100.0,1.0,1.0,0.519,84.0
88,The Lletty Shenkin explosion,demands for,Aberdare,True,100.0,1.0,1.0,0.741,91.4
88,The Lletty Shenkin explosion,improved safety in,improved safety,True,100.0,1.0,1.0,0.667,88.9
89,Lady Mary Wortley Montagu,observed In,the practice in Istanbul,True,100.0,1.0,0.933,0.583,83.9
89,Lady Mary Wortley Montagu,observed In,1717,True,100.0,1.0,0.933,0.708,88.0
89,Lady Mary Wortley Montagu,encountered,considerable resistance,True,100.0,1.0,0.933,0.708,88.0
89,Lady Mary Wortley Montagu,to popularize in,it,True,100.0,1.0,0.933,0.667,86.7
89,Lady Mary Wortley Montagu,popularize in,Britain,True,100.0,1.0,0.933,0.708,88.0
89,Lady Mary Wortley Montagu,observed In observed,the practice,True,100.0,1.0,0.933,0.625,85.3
89,Lady Mary Wortley Montagu,the practice in,Istanbul,True,100.0,1.0,0.933,0.667,86.7
89,Lady Mary Wortley Montagu,"observed attempted, popularize to, attempted popularize",it,False,88.5,0.885,0.933,0.542,78.7
89,Lady Mary Wortley Montagu,popularize in,Britain,True,100.0,1.0,0.933,0.708,88.0
89,Lady Mary Wortley Montagu,observed encountered,considerable resistance,True,100.0,1.0,0.933,0.667,86.7
90,The two companies,are teaming up,"the Future Vertical Lift prototype called SB-1 Defiant , where employees from both companies will work together",True,100.0,1.0,1.0,0.115,70.5
90,the Future Vertical Lift prototype,called,SB-1,True,100.0,1.0,1.0,0.731,91.0
90,the Future Vertical Lift prototype,called,"Defiant , where employees from both companies will work together",True,100.0,1.0,1.0,0.385,79.5
90,The two companies,"teaming, teaming up, teaming again, teaming for",the Future Vertical Lift prototype,False,85.7,0.857,1.0,0.423,76.0
90,The two companies,the Future Vertical Lift prototype called,SB-1,True,100.0,1.0,1.0,0.615,87.2
90,The two companies,work,employees,True,100.0,1.0,1.0,0.808,93.6
90,The two companies,employees from,both companies,True,100.0,1.0,1.0,0.731,91.0
91,He,had been at,the Battle of the Granicus River,True,100.0,1.0,0.75,0.583,77.8
91,He,"been, been at",the Battle of the Granicus River,True,92.9,0.929,0.75,0.583,75.4
91,He,been believed,Memnon 's scorched Earth strategy,True,100.0,1.0,0.75,0.667,80.6
92,The film,uses,some computer-generated graphics,True,100.0,1.0,1.0,0.86,95.3
92,The film,uses,"The northern lights in the scene where Inge walks through the fields to Olaf 's house to take a bath , and , later in the film , the geese flying over Olaf 's house",True,100.0,1.0,1.0,0.116,70.5
92,The film,uses,"later in the film , the geese flying over Olaf 's house",True,100.0,1.0,1.0,0.651,88.4
92,Inge,walks in,the fields,True,100.0,1.0,1.0,0.884,96.1
92,Inge,walks in,Olaf 's house,True,100.0,1.0,1.0,0.86,95.3
92,Inge,to take,to take a bath,True,100.0,1.0,1.0,0.837,94.6
92,Inge,to take,a bath,True,100.0,1.0,1.0,0.884,96.1
92,geese,flying in,Olaf 's house,True,100.0,1.0,1.0,0.86,95.3
92,geese,flying over,Olaf 's house,True,100.0,1.0,1.0,0.86,95.3
92,the scene,walks in,the fields,True,100.0,1.0,1.0,0.86,95.3
92,the scene,walks in,Olaf 's house,True,100.0,1.0,1.0,0.837,94.6
92,The film,uses,some computer-generated graphics,True,100.0,1.0,1.0,0.86,95.3
92,The film,The northern lights in,The northern lights,True,100.0,1.0,1.0,0.791,93.0
92,The film,walks,the scene,True,100.0,1.0,1.0,0.884,96.1
92,Inge,"walks, walks through",the fields,False,89.2,0.892,1.0,0.86,91.7
92,Inge,walks to,Olaf 's house,True,100.0,1.0,1.0,0.86,95.3
92,Inge,take to take,a bath,True,100.0,1.0,1.0,0.86,95.3
92,Inge,"in later, geese in",the film,False,86.3,0.863,1.0,0.837,90.0
92,Inge,"geese flying, flying over",Olaf 's house,True,90.0,0.9,1.0,0.814,90.5
93,Legislation sponsored by Sweeney and signed into law,sponsored by,Sweeney,True,100.0,1.0,1.0,0.814,93.8
93,Legislation,signed in,law,True,100.0,1.0,1.0,0.932,97.7
93,Legislation,provides,state pensions,True,100.0,1.0,1.0,0.932,97.7
93,Legislation,provides to,the law that removes the remarriage prohibition to receive death benefits for spouses of police officers and firefighters killed while serving the public good,True,100.0,1.0,1.0,0.542,84.7
93,Legislation,surviving,"family members of police , firefighters and emergency services",True,100.0,1.0,1.0,0.814,93.8
93,Legislation,surviving,workers who die in the line of duty,True,100.0,1.0,1.0,0.831,94.4
93,workers,die of,the line of duty,True,100.0,1.0,1.0,0.881,96.0
93,the law,removes,the remarriage prohibition,True,100.0,1.0,1.0,0.898,96.6
93,the law,to receive,to receive death benefits for spouses of police officers and firefighters killed while serving the public good,True,100.0,1.0,1.0,0.644,88.1
93,that,to receive,death benefits for spouses of police officers and firefighters killed while serving the public good,True,100.0,1.0,1.0,0.695,89.8
93,police officers,while serving,while serving the public good,True,100.0,1.0,1.0,0.847,94.9
93,that,serving,the public good,True,100.0,1.0,1.0,0.915,97.2
93,Legislation,"provides, Legislation sponsored by",Sweeney,False,86.5,0.865,1.0,0.898,92.1
93,Legislation,"sponsored signed, signed into",law,True,90.2,0.902,1.0,0.898,93.3
93,Legislation,provides,state pensions,True,100.0,1.0,1.0,0.932,97.7
93,Legislation,"provides to, to surviving",family members,True,96.0,0.96,1.0,0.881,94.7
93,Legislation,family members of,police,True,100.0,1.0,1.0,0.915,97.2
93,Legislation,die,workers,True,100.0,1.0,1.0,0.949,98.3
93,Legislation,"die, die in",the line,True,91.5,0.915,1.0,0.898,93.8
93,Legislation,the line of,duty,True,100.0,1.0,1.0,0.915,97.2
93,Legislation,"as as, as well, surviving as",the law,False,86.5,0.865,1.0,0.847,90.4
93,Legislation,removes,the remarriage prohibition,True,100.0,1.0,1.0,0.915,97.2
93,Legislation,receive to receive,death benefits,True,100.0,1.0,1.0,0.898,96.6
93,Legislation,death benefits for,spouses,True,100.0,1.0,1.0,0.915,97.2
93,Legislation,spouses of,police officers,True,100.0,1.0,1.0,0.915,97.2
93,Legislation,police officers killed serving,the public good,True,100.0,1.0,1.0,0.864,95.5
94,latter,was lifted,The latter,True,100.0,1.0,1.0,0.688,89.6
94,latter,lifted as,the b-side of `` Keep on Loving Me '',True,100.0,1.0,1.0,0.25,75.0
94,latter,"lifted, as only, lifted as",the b-side,False,79.4,0.794,1.0,0.5,76.5
95,single,features,performances by keyboardist Philippe Saisse,True,100.0,1.0,1.0,0.696,89.9
95,single,vocalists,Jasmine Roy and Rebeca Vega,True,100.0,1.0,1.0,0.696,89.9
95,single,vocalists,Rebeca Vega,True,100.0,1.0,1.0,0.826,94.2
95,single,is,first,False,88.9,0.889,1.0,0.87,92.0
95,single,features,Dreamer,True,100.0,1.0,1.0,0.87,95.7
95,single,features,performances,True,100.0,1.0,1.0,0.87,95.7
95,single,performances by,keyboardist Philippe Saisse,True,100.0,1.0,1.0,0.739,91.3
95,single,features vocalists,Jasmine Roy Rebeca Vega,True,100.0,1.0,1.0,0.696,89.9
96,QVC Network Inc.,completed,its acquisition of CVN,True,100.0,1.0,0.909,0.529,81.3
96,it,completed,its acquisition of CVN,True,100.0,1.0,0.909,0.647,85.2
96,QVC Network Inc.,said_that,it completed its acquisition of CVN Cos,False,88.1,0.881,0.909,0.353,71.4
96,QVC Network Inc.,said,it,True,100.0,1.0,0.909,0.706,87.2
96,QVC Network Inc.,completed,its acquisition,True,100.0,1.0,0.909,0.647,85.2
96,QVC Network Inc.,its acquisition of,CVN,True,100.0,1.0,0.909,0.588,83.2
96,QVC Network Inc.,completed Cos for,about $ 423 million,True,96.2,0.962,0.909,0.412,76.1
97,Mr. Ackerman,was,a direct response to his efforts to gain control of Datapoint,True,100.0,1.0,1.0,0.222,74.1
97,it,was,a direct response to his efforts to gain control of Datapoint,True,100.0,1.0,1.0,0.278,75.9
97,his efforts,to gain,control of Datapoint,True,100.0,1.0,1.0,0.611,87.0
97,Mr. Ackerman,contended,it,True,100.0,1.0,1.0,0.778,92.6
97,Mr. Ackerman,"was a direct response, a direct response to",his efforts,True,90.7,0.907,1.0,0.333,74.7
97,Mr. Ackerman,"gain to, his efforts gain",control,True,94.9,0.949,1.0,0.556,83.5
97,Mr. Ackerman,control of,Datapoint,True,100.0,1.0,1.0,0.722,90.7
98,Both companies,are,allies of Navigation Mixte in its fight against a hostile takeover bid launched last week by,True,100.0,1.0,0.929,0.095,67.5
98,a hostile takeover bid,launched,last week by,True,100.0,1.0,0.929,0.619,84.9
98,Both companies,"are allies, allies of",Navigation Mixte,True,91.8,0.918,0.929,0.619,82.2
98,Both companies,allies in,its fight,True,100.0,1.0,0.929,0.714,88.1
98,Both companies,its fight against,a hostile takeover bid,True,100.0,1.0,0.929,0.571,83.3
99,he,became in,a Lord Justice of Appeal,True,95.8,0.958,1.0,0.467,80.8
99,he,became in,a break of four years,True,95.4,0.954,1.0,0.467,80.7
99,a break,of,four years of four years,True,100.0,1.0,1.0,0.467,82.2
99,he,"became After, a break of",four years,False,89.9,0.899,1.0,0.467,78.9
99,he,"became a Lord Justice, a Lord Justice of",Appeal,False,88.3,0.883,1.0,0.333,73.9
100,the real estate properties,would trade at,a discount,True,100.0,1.0,0.941,0.654,86.5
100,We,would trade at,a discount,True,100.0,1.0,0.941,0.769,90.3
100,We,after is spun off,after the realty unit is spun off,True,100.0,1.0,0.941,0.538,82.6
100,Salomon Brothers,says,We,True,100.0,1.0,0.941,0.846,92.9
100,Salomon Brothers,believe,the real estate properties,True,100.0,1.0,0.941,0.731,89.1
100,Salomon Brothers,"trade, trade at",a discount,True,91.1,0.911,0.941,0.731,86.1
101,Paul Johanson,overcomes,these problems,True,100.0,1.0,1.0,0.839,94.6
101,the company 's chemical spray,overcomes,these problems,True,100.0,1.0,1.0,0.742,91.4
101,the company 's chemical spray,is,gentle on the female organ,True,100.0,1.0,1.0,0.645,88.2
101,Paul Johanson,is,Monsanto 's director of plant sciences,True,100.0,1.0,1.0,0.71,90.3
101,Paul Johanson,said_that,the company 's chemical spray overcomes these problems and is `` gentle on the female organ,True,95.3,0.953,1.0,0.387,78.0
101,Paul Johanson,said However,Monsanto 's director,True,100.0,1.0,1.0,0.774,92.5
101,Paul Johanson,Monsanto 's director of,plant sciences,True,100.0,1.0,1.0,0.742,91.4
101,Paul Johanson,said,the company 's chemical spray,True,100.0,1.0,1.0,0.742,91.4
101,Paul Johanson,overcomes,these problems,True,100.0,1.0,1.0,0.839,94.6
101,Paul Johanson,gentle on,the female organ,True,100.0,1.0,1.0,0.774,92.5
102,Ms. Waleson,is,a free - lance writer based in New York,True,100.0,1.0,1.0,0.077,69.2
102,a free - lance writer,based in in,New York,True,100.0,1.0,1.0,0.231,74.4
102,a free - lance writer,based in,New York,True,100.0,1.0,1.0,0.308,76.9
102,Ms. Waleson,"is a free - lance writer, a free - lance writer based, based in",New York,True,98.2,0.982,1.0,0.0,66.1
