sent_id,subject,relation,object,matched,best_similarity_%,correctness,completeness,minimality,accuracy_%
67,environmental factors,the strength of,intimate relationships,False,72.7,0.727,0.0,0.0,24.2
68,thermal relief valves,are characterized For by,the relatively small size,False,85.9,0.859,0.0,0.0,28.6
68,thermal relief valves,to provide,protection from excess pressure caused by thermal expansion,False,86.6,0.866,0.0,0.0,28.9
68,excess pressure caused by thermal expansion,caused by,thermal expansion,False,75.4,0.754,0.0,0.0,25.1
68,the valve,is,necessary,False,46.2,0.462,0.0,0.0,15.4
68,thermal relief valves,characterized For,liquid-packed vessels,False,68.5,0.685,0.0,0.0,22.8
68,thermal relief valves,characterized generally characterized by,the relatively small size,False,83.8,0.838,0.0,0.0,27.9
68,thermal relief valves,the relatively small size of,the valve,False,79.5,0.795,0.0,0.0,26.5
68,thermal relief valves,"necessary, provide to, characterized provide",protection,False,60.2,0.602,0.0,0.0,20.1
68,thermal relief valves,protection from,excess pressure,False,63.0,0.63,0.0,0.0,21.0
68,thermal relief valves,excess pressure caused by,thermal expansion,False,79.6,0.796,0.0,0.0,26.5
69,Callaghan 's decision,although attracted,although a memorial service aboard the `` Missouri '' in April 2001 attracted controversy,False,76.4,0.764,0.0,0.0,25.5
69,a memorial service,attracted,controversy,True,100.0,1.0,0.385,1.0,79.5
69,Callaghan 's decision,in,1945,False,64.8,0.648,0.0,0.0,21.6
69,Callaghan 's decision,receive,praise years later,True,94.1,0.941,0.467,1.0,80.3
69,a memorial service,in,April 2001,False,63.9,0.639,0.0,0.0,21.3
69,a memorial service aboard the `` Missouri in April 2001,attracted,controversy,True,98.1,0.981,0.846,0.417,74.8
69,Callaghan 's decision,"receive, Callaghan 's decision on",the Japanese pilot 's funeral,False,75.0,0.75,0.0,0.0,25.0
69,Callaghan 's decision,Callaghan 's decision in,1945,False,56.9,0.569,0.0,0.0,19.0
69,Callaghan 's decision,"receive, receive years later",a memorial service,False,76.4,0.764,0.0,0.0,25.5
69,Callaghan 's decision,a memorial service aboard,the `` Missouri,False,74.1,0.741,0.0,0.0,24.7
69,Callaghan 's decision,a memorial service in,April 2001,False,62.9,0.629,0.0,0.0,21.0
69,Callaghan 's decision,attracted,controversy,False,65.1,0.651,0.0,0.0,21.7
70,she,became in,very ill,True,92.7,0.927,0.5,0.8,74.2
70,she,became in,this,False,70.3,0.703,0.0,0.0,23.4
70,she,became,a severe cold or pneumonia,False,76.7,0.767,0.0,0.0,25.6
70,she,became After,this,False,61.8,0.618,0.0,0.0,20.6
70,she,"became, ill very, became with",a severe cold,False,89.4,0.894,0.0,0.0,29.8
71,The RSNO 's base,constructed to is at,Henry Wood Hall in Glasgow,False,86.7,0.867,0.0,0.0,28.9
71,The RSNO 's base,is used as,its recording venue,True,94.9,0.949,0.909,1.0,95.3
71,a new base,is used as,its recording venue,False,79.6,0.796,0.0,0.0,26.5
71,a new base,is at,Henry Wood Hall in Glasgow,False,89.1,0.891,0.0,0.0,29.7
71,a new base,constructed in,"the Royal Concert Hall , Buchanan Street",False,89.7,0.897,0.0,0.0,29.9
71,the Royal Concert Hall,is,Buchanan Street,False,68.9,0.689,0.0,0.0,23.0
71,The RSNO 's base,"is, is at",Henry Wood Hall,False,87.9,0.879,0.0,0.0,29.3
71,The RSNO 's base,Henry Wood Hall in,Glasgow,True,93.5,0.935,0.818,1.0,91.8
71,The RSNO 's base,"used also, is used, used as",its recording venue,False,89.7,0.897,0.0,0.0,29.9
71,a new base,"constructed, constructed within",the Royal Concert Hall,False,74.1,0.741,0.0,0.0,24.7
72,His main power,is,"a form of energy that he fires from his eyes as either a concussive force or disintegrating energy , capable of transmuting or erasing living objects and organisms from existence as well as resurrecting them",False,51.9,0.519,0.0,0.0,17.3
72,he,fires from as,that,False,70.4,0.704,0.0,0.0,23.5
72,he,fires from,his eyes,False,80.0,0.8,0.0,0.0,26.7
72,he,fires as,"either a concussive force or disintegrating energy , capable of transmuting or erasing living objects and organisms from existence as well as resurrecting them",False,59.4,0.594,0.0,0.0,19.8
72,he,erasing from,living objects and organisms,False,68.7,0.687,0.0,0.0,22.9
72,he,erasing from,organisms,False,56.4,0.564,0.0,0.0,18.8
72,he,resurrecting,them,False,47.4,0.474,0.0,0.0,15.8
72,he,erasing from,existence,False,54.9,0.549,0.0,0.0,18.3
72,His main power,is to depending on,the dark lord 's will,False,79.4,0.794,0.0,0.0,26.5
72,he,is to depending on,the dark lord 's will,False,66.1,0.661,0.0,0.0,22.0
72,His main power the Omega Beam,is,the Omega Beam,False,81.0,0.81,0.0,0.0,27.0
72,His main power the Omega Beam,"is a form, a form of",energy,False,74.7,0.747,0.0,0.0,24.9
72,His main power the Omega Beam,fires,he,False,88.6,0.886,0.0,0.0,29.5
72,His main power the Omega Beam,"fires, fires from",his eyes,False,72.7,0.727,0.0,0.0,24.2
72,His main power the Omega Beam,fires as,either a concussive force,False,75.6,0.756,0.0,0.0,25.2
72,His main power the Omega Beam,"capable, capable of, of transmuting, transmuting erasing",living objects,False,70.5,0.705,0.0,0.0,23.5
72,His main power the Omega Beam,erasing from,existence,False,76.7,0.767,0.0,0.0,25.6
72,His main power the Omega Beam,"as as, as well, transmuting as, transmuting resurrecting",them,False,59.3,0.593,0.0,0.0,19.8
72,His main power the Omega Beam,"is depending, depending on",the dark lord 's will,False,76.7,0.767,0.0,0.0,25.6
73,The 2005 model,introduced,a third row of seats to the Pathfinder line,True,100.0,1.0,0.75,0.692,81.4
73,The 2005 model,introduced,the first time,False,76.2,0.762,0.0,0.0,25.4
73,The 2005 model,introduced,a third row,False,89.2,0.892,0.0,0.0,29.7
73,The 2005 model,a third row of,seats,False,86.4,0.864,0.0,0.0,28.8
73,The 2005 model,seats to,the Pathfinder line,False,76.8,0.768,0.0,0.0,25.6
73,The 2005 model,introduced for,the first time,False,80.7,0.807,0.0,0.0,26.9
74,The district,provides to on,recreation and leisure services,False,81.9,0.819,0.0,0.0,27.3
74,The district,provides,many non,False,61.0,0.61,0.0,0.0,20.3
74,The district,provides,residents of the area,False,70.5,0.705,0.0,0.0,23.5
74,The district,provides on,a fee basis,False,81.8,0.818,0.0,0.0,27.3
74,The district,"provides, provides also provides",recreation and leisure services,False,76.8,0.768,0.0,0.0,25.6
74,The district,provides to,many non,False,62.3,0.623,0.0,0.0,20.8
74,The district,residents of,residents,False,61.7,0.617,0.0,0.0,20.6
74,The district,provides on,the area,False,68.4,0.684,0.0,0.0,22.8
75,The very ease,acquiring,Esperanto,False,64.1,0.641,0.0,0.0,21.4
75,The very ease,might accelerate,the process,False,75.0,0.75,0.0,0.0,25.0
75,The very ease of acquiring Esperanto,might accelerate,the process,True,96.3,0.963,0.9,1.0,95.4
75,The very ease,"accelerate, The very ease of, of acquiring",Esperanto,False,77.9,0.779,0.0,0.0,26.0
75,The very ease,accelerate even accelerate,the process,False,75.4,0.754,0.0,0.0,25.1
76,He,looked,different,False,80.0,0.8,0.0,0.0,26.7
76,Hauptmann,looked,different,True,100.0,1.0,1.0,1.0,100.0
76,Hauptmann,was,dead,False,59.1,0.591,0.0,0.0,19.7
76,John,was,dead,False,74.3,0.743,0.0,0.0,24.8
76,John,looked,different,False,80.9,0.809,0.0,0.0,27.0
76,John,because had been murdered,because he had been murdered by his confederates,False,69.4,0.694,0.0,0.0,23.1
76,he,had been murdered by,his confederates,True,100.0,1.0,1.0,1.0,100.0
76,He,stated_that,that Hauptmann looked different and that `` John '' was actually dead because he had been murdered by his confederates,False,82.4,0.824,0.0,0.0,27.5
76,Hauptmann,"stated, stated further stated looked",John,False,74.0,0.74,0.0,0.0,24.7
76,he,was actually murdered by,his confederates,False,76.2,0.762,0.0,0.0,25.4
77,The RSNO,performs in at,Scotland,False,75.7,0.757,0.0,0.0,25.2
77,The RSNO,performs in at,"such venues as the Glasgow Royal Concert Hall , Usher Hall , Caird Hall , Aberdeen Music Hall , Perth Concert Hall and Eden Court Inverness",False,58.1,0.581,0.0,0.0,19.4
77,The RSNO,"performs, performs also performs, performs throughout",Scotland,False,74.3,0.743,0.0,0.0,24.8
77,The RSNO,performs at,such venues,True,92.8,0.928,0.5,1.0,80.9
77,The RSNO,such venues as,the Glasgow Royal Concert Hall,False,86.4,0.864,0.0,0.0,28.8
78,Alvarez,reunited,his family in New York and,False,85.7,0.857,0.0,0.0,28.6
78,Alvarez,was,"able to start a business in Hoboken , New Jersey",True,94.5,0.945,0.846,0.667,81.9
78,his father,was,"able to start a business in Hoboken , New Jersey",True,100.0,1.0,1.0,0.615,87.2
78,his father,was reunited,Alvarez,False,80.6,0.806,0.0,0.0,26.9
78,Alvarez,to start,"a business in Hoboken , New Jersey",False,86.4,0.864,0.0,0.0,28.8
78,Hoboken,is,New Jersey,False,47.6,0.476,0.0,0.0,15.9
78,Alvarez,reunited,Five years later,False,76.7,0.767,0.0,0.0,25.6
78,Alvarez,"reunited Five years later reunited, reunited with",his family,False,82.6,0.826,0.0,0.0,27.5
78,Alvarez,his family in,New York,False,76.9,0.769,0.0,0.0,25.6
78,Alvarez,start to,his father,False,69.7,0.697,0.0,0.0,23.2
78,Alvarez,able start,a business,False,80.6,0.806,0.0,0.0,26.9
78,Alvarez,a business in,Hoboken,False,61.1,0.611,0.0,0.0,20.4
79,The Anti-Monitor,to siphon,the positive matter of New York City,True,95.5,0.955,0.692,1.0,88.2
79,The Anti-Monitor,to create,his Antimatter waves,True,96.7,0.967,0.353,0.857,72.6
79,The Anti-Monitor,to create,to create his Antimatter waves,False,87.1,0.871,0.0,0.0,29.0
79,The Anti-Monitor,"began, siphon to, began siphon",the positive matter,False,77.9,0.779,0.0,0.0,26.0
79,The Anti-Monitor,the positive matter of,New York City,False,86.9,0.869,0.0,0.0,29.0
79,The Anti-Monitor,create to create,his Antimatter waves,False,89.8,0.898,0.0,0.0,29.9
80,These tracks,included on,CD reissues of the album `` The Plan '',False,84.8,0.848,0.0,0.0,28.3
80,the album,is,` The Plan '',False,44.2,0.442,0.0,0.0,14.7
80,These tracks,"included, included subsequently included, included on",CD reissues,False,71.1,0.711,0.0,0.0,23.7
80,These tracks,CD reissues of,the album,False,62.7,0.627,0.0,0.0,20.9
81,He,develops as,significance,True,94.1,0.941,0.4,0.75,69.7
81,He,develops as,a recurrent character in the series and friend to Dream,False,75.2,0.752,0.0,0.0,25.1
81,He,appearing,appearing in a total of seven issues spanning six hundred years,True,93.0,0.93,1.0,0.615,84.8
81,He,appearing,of seven issues spanning six hundred years,True,92.4,0.924,0.75,1.0,89.1
81,He,develops to appearing in,a total,False,67.6,0.676,0.0,0.0,22.5
81,of seven issues,spanning,six hundred years,True,96.3,0.963,1.0,0.857,94.0
81,He,develops,significance,True,100.0,1.0,0.3,1.0,76.7
81,He,"develops, develops as",a recurrent character,False,75.8,0.758,0.0,0.0,25.3
81,He,a recurrent character in,the series,False,75.2,0.752,0.0,0.0,25.1
81,He,a recurrent character to,Dream,False,68.3,0.683,0.0,0.0,22.8
81,He,"appearing, appearing in",a total,False,68.5,0.685,0.0,0.0,22.8
81,He,of seven issues spanning,of seven issues,False,65.9,0.659,0.0,0.0,22.0
82,Davis,released in,about 25 singles,True,95.4,0.954,0.455,0.833,74.7
82,Davis,released in,"his seven years with Dakar , most of them big R&B sellers produced by Willie Henderson",False,70.8,0.708,0.0,0.0,23.6
82,Davis,during,"his seven years with Dakar , most of them big R&B sellers produced by Willie Henderson",False,73.1,0.731,0.0,0.0,24.4
82,big R&B sellers produced by Willie Henderson,produced by,Willie Henderson,False,76.9,0.769,0.0,0.0,25.6
82,Dakar,is,most of them big R&B sellers produced by Willie Henderson,True,92.7,0.927,1.0,0.583,83.7
82,most,is,big R&B sellers produced by Willie Henderson,True,91.7,0.917,0.8,0.778,83.2
82,Davis,released,about 25 singles,True,100.0,1.0,0.455,1.0,81.8
82,Davis,released during,his seven years,False,72.5,0.725,0.0,0.0,24.2
82,Davis,his seven years with,Dakar,False,66.0,0.66,0.0,0.0,22.0
82,Davis,most of,most,False,36.7,0.367,0.0,0.0,12.2
82,Davis,big R&B sellers produced,big R&B sellers,False,73.3,0.733,0.0,0.0,24.4
82,Davis,by,Willie Henderson,False,55.1,0.551,0.0,0.0,18.4
83,popular internet reviewers,delivered In,a scathing video critique of the film,True,98.0,0.98,0.857,0.833,89.0
83,RedLetterMedia,delivered In,a scathing video critique of the film,False,84.4,0.844,0.0,0.0,28.1
83,popular internet reviewers,delivered In,2010,False,77.2,0.772,0.0,0.0,25.7
83,RedLetterMedia,delivered In,2010,False,54.7,0.547,0.0,0.0,18.2
83,popular internet reviewers,drawing,"drawing negative comparisons to The Three Stooges , Looney Tunes , and `` Home Alone ''",False,76.8,0.768,0.0,0.0,25.6
83,RedLetterMedia,drawing,"drawing negative comparisons to The Three Stooges , Looney Tunes , and `` Home Alone ''",False,70.0,0.7,0.0,0.0,23.3
83,popular internet reviewers,drawing,"negative comparisons to The Three Stooges , Looney Tunes",True,91.0,0.91,0.583,0.462,65.2
83,RedLetterMedia,drawing,"negative comparisons to The Three Stooges , Looney Tunes",False,78.8,0.788,0.0,0.0,26.3
83,popular internet reviewers,delivered In,2010,False,77.2,0.772,0.0,0.0,25.7
83,RedLetterMedia,delivered,a scathing video critique,False,74.1,0.741,0.0,0.0,24.7
83,RedLetterMedia,a scathing video critique of,the film,False,73.8,0.738,0.0,0.0,24.6
83,RedLetterMedia,drawing,negative comparisons,False,76.1,0.761,0.0,0.0,25.4
83,RedLetterMedia,negative comparisons to,The Three Stooges,False,76.2,0.762,0.0,0.0,25.4
84,there,were in,"repeated attempts by the deposed House of Stewart to regain the throne , leading to severe uprisings",True,92.5,0.925,1.0,0.5,80.8
84,there,were in,England and especially Scotland,False,59.5,0.595,0.0,0.0,19.8
84,repeated attempts,to regain,the throne,False,87.4,0.874,0.0,0.0,29.1
84,repeated attempts,leading to,leading to severe uprisings,False,86.9,0.869,0.0,0.0,29.0
84,there,leading,severe uprisings,False,62.5,0.625,0.0,0.0,20.8
85,These skills,were mobilized,when squadrons and personnel were mobilized and recalled back to active duty during the Korean War and the Berlin Crisis,False,63.0,0.63,0.0,0.0,21.0
85,squadrons,were mobilized,squadrons and personnel,False,66.0,0.66,0.0,0.0,22.0
85,personnel,were mobilized,squadrons and personnel,False,68.1,0.681,0.0,0.0,22.7
85,squadrons,recalled in,the Korean War and the Berlin Crisis,False,74.6,0.746,0.0,0.0,24.9
85,personnel,recalled in,the Korean War and the Berlin Crisis,False,74.6,0.746,0.0,0.0,24.9
85,squadrons,"proven, proven readily proven mobilized, mobilized recalled, recalled back, back to",active duty,False,55.6,0.556,0.0,0.0,18.5
85,squadrons,recalled during,the Korean War the Berlin Crisis,False,78.5,0.785,0.0,0.0,26.2
86,the clathrate-like baskets,surrounding,them,True,95.1,0.951,0.222,0.8,65.8
86,the clathrate-like baskets,merge For,example,False,72.3,0.723,0.0,0.0,24.1
86,the clathrate-like baskets,come,when two such hydrophobic particles come very close,False,73.0,0.73,0.0,0.0,24.3
86,two such hydrophobic particles,merge For,example,False,74.5,0.745,0.0,0.0,24.8
86,the clathrate-like baskets,"come, close very, the clathrate-like baskets surrounding",them,False,62.0,0.62,0.0,0.0,20.7
87,love,suspects to is in,Antiochus 's suffering,False,86.3,0.863,0.0,0.0,28.8
87,The doctor,is,Erasistratus,False,47.1,0.471,0.0,0.0,15.7
87,The doctor Erasistratus,suspects,Erasistratus,False,53.8,0.538,0.0,0.0,17.9
87,The doctor Erasistratus,suspects,love,False,60.4,0.604,0.0,0.0,20.1
87,The doctor Erasistratus,"is, is behind",Antiochus 's suffering,False,80.7,0.807,0.0,0.0,26.9
88,The Lletty Shenkin explosion,led,"demands the local middle classes in Aberdare , for improved safety in the mines",False,84.6,0.846,0.0,0.0,28.2
88,in particular,is,particular,False,23.1,0.231,0.0,0.0,7.7
88,The Lletty Shenkin explosion,of,1849 of,False,80.0,0.8,0.0,0.0,26.7
88,The Lletty Shenkin explosion,"led, The Lletty Shenkin explosion of",1849,False,74.4,0.744,0.0,0.0,24.8
88,The Lletty Shenkin explosion,"led in particular led, led to",demands,False,75.2,0.752,0.0,0.0,25.1
88,The Lletty Shenkin explosion,the local middle classes in,the local middle classes,False,57.0,0.57,0.0,0.0,19.0
88,The Lletty Shenkin explosion,demands for,Aberdare,False,82.1,0.821,0.0,0.0,27.4
88,The Lletty Shenkin explosion,improved safety in,improved safety,False,73.1,0.731,0.0,0.0,24.4
89,Lady Mary Wortley Montagu,observed In,the practice in Istanbul,True,97.5,0.975,1.0,0.7,89.2
89,Lady Mary Wortley Montagu,observed In,1717,False,86.6,0.866,0.0,0.0,28.9
89,Lady Mary Wortley Montagu,encountered,considerable resistance,True,100.0,1.0,1.0,1.0,100.0
89,Lady Mary Wortley Montagu,to popularize in,it,False,88.7,0.887,0.0,0.0,29.6
89,Lady Mary Wortley Montagu,popularize in,Britain,False,85.5,0.855,0.0,0.0,28.5
89,Lady Mary Wortley Montagu,observed In observed,the practice,False,88.7,0.887,0.0,0.0,29.6
89,Lady Mary Wortley Montagu,the practice in,Istanbul,True,91.7,0.917,0.889,0.875,89.4
89,Lady Mary Wortley Montagu,"observed attempted, popularize to, attempted popularize",it,False,76.5,0.765,0.0,0.0,25.5
89,Lady Mary Wortley Montagu,popularize in,Britain,False,85.5,0.855,0.0,0.0,28.5
89,Lady Mary Wortley Montagu,observed encountered,considerable resistance,True,93.1,0.931,1.0,0.875,93.5
90,The two companies,are teaming up,"the Future Vertical Lift prototype called SB-1 Defiant , where employees from both companies will work together",False,66.1,0.661,0.0,0.0,22.0
90,the Future Vertical Lift prototype,called,SB-1,True,92.0,0.92,0.875,1.0,93.2
90,the Future Vertical Lift prototype,called,"Defiant , where employees from both companies will work together",False,62.5,0.625,0.0,0.0,20.8
90,The two companies,"teaming, teaming up, teaming again, teaming for",the Future Vertical Lift prototype,False,82.5,0.825,0.0,0.0,27.5
90,The two companies,the Future Vertical Lift prototype called,SB-1,False,83.1,0.831,0.0,0.0,27.7
90,The two companies,work,employees,False,50.5,0.505,0.0,0.0,16.8
90,The two companies,employees from,both companies,False,50.9,0.509,0.0,0.0,17.0
91,He,had been at,the Battle of the Granicus River,True,100.0,1.0,1.0,0.9,96.7
91,He,"been, been at",the Battle of the Granicus River,False,89.6,0.896,0.0,0.0,29.9
91,He,been believed,Memnon 's scorched Earth strategy,False,75.0,0.75,0.0,0.0,25.0
92,The film,uses,some computer-generated graphics,True,100.0,1.0,0.625,1.0,87.5
92,The film,uses,"The northern lights in the scene where Inge walks through the fields to Olaf 's house to take a bath , and , later in the film , the geese flying over Olaf 's house",False,41.1,0.411,0.0,0.0,13.7
92,The film,uses,"later in the film , the geese flying over Olaf 's house",False,67.3,0.673,0.0,0.0,22.4
92,Inge,walks in,the fields,False,79.2,0.792,0.0,0.0,26.4
92,Inge,walks in,Olaf 's house,False,65.8,0.658,0.0,0.0,21.9
92,Inge,to take,to take a bath,False,74.4,0.744,0.0,0.0,24.8
92,Inge,to take,a bath,True,91.4,0.914,1.0,0.8,90.5
92,geese,flying in,Olaf 's house,False,81.2,0.812,0.0,0.0,27.1
92,geese,flying over,Olaf 's house,True,93.9,0.939,0.857,1.0,93.2
92,the scene,walks in,the fields,False,79.3,0.793,0.0,0.0,26.4
92,the scene,walks in,Olaf 's house,False,69.2,0.692,0.0,0.0,23.1
92,The film,uses,some computer-generated graphics,True,100.0,1.0,0.625,1.0,87.5
92,The film,The northern lights in,The northern lights,False,46.5,0.465,0.0,0.0,15.5
92,The film,walks,the scene,False,71.7,0.717,0.0,0.0,23.9
92,Inge,"walks, walks through",the fields,False,89.2,0.892,0.0,0.0,29.7
92,Inge,walks to,Olaf 's house,False,74.0,0.74,0.0,0.0,24.7
92,Inge,take to take,a bath,False,80.0,0.8,0.0,0.0,26.7
92,Inge,"in later, geese in",the film,False,56.7,0.567,0.0,0.0,18.9
92,Inge,"geese flying, flying over",Olaf 's house,False,78.5,0.785,0.0,0.0,26.2
93,Legislation sponsored by Sweeney and signed into law,sponsored by,Sweeney,False,79.3,0.793,0.0,0.0,26.4
93,Legislation,signed in,law,False,68.5,0.685,0.0,0.0,22.8
93,Legislation,provides,state pensions,False,81.4,0.814,0.0,0.0,27.1
93,Legislation,provides to,the law that removes the remarriage prohibition to receive death benefits for spouses of police officers and firefighters killed while serving the public good,False,70.5,0.705,0.0,0.0,23.5
93,Legislation,surviving,"family members of police , firefighters and emergency services",False,69.6,0.696,0.0,0.0,23.2
93,Legislation,surviving,workers who die in the line of duty,False,71.0,0.71,0.0,0.0,23.7
93,workers,die of,the line of duty,False,72.1,0.721,0.0,0.0,24.0
93,the law,removes,the remarriage prohibition,True,100.0,1.0,0.357,1.0,78.6
93,the law,to receive,to receive death benefits for spouses of police officers and firefighters killed while serving the public good,False,70.2,0.702,0.0,0.0,23.4
93,that,to receive,death benefits for spouses of police officers and firefighters killed while serving the public good,False,69.2,0.692,0.0,0.0,23.1
93,police officers,while serving,while serving the public good,False,81.1,0.811,0.0,0.0,27.0
93,that,serving,the public good,False,64.9,0.649,0.0,0.0,21.6
93,Legislation,"provides, Legislation sponsored by",Sweeney,False,85.5,0.855,0.0,0.0,28.5
93,Legislation,"sponsored signed, signed into",law,False,79.6,0.796,0.0,0.0,26.5
93,Legislation,provides,state pensions,False,81.4,0.814,0.0,0.0,27.1
93,Legislation,"provides to, to surviving",family members,False,68.1,0.681,0.0,0.0,22.7
93,Legislation,family members of,police,False,57.6,0.576,0.0,0.0,19.2
93,Legislation,die,workers,False,61.8,0.618,0.0,0.0,20.6
93,Legislation,"die, die in",the line,False,64.5,0.645,0.0,0.0,21.5
93,Legislation,the line of,duty,False,68.8,0.688,0.0,0.0,22.9
93,Legislation,"as as, as well, surviving as",the law,False,54.2,0.542,0.0,0.0,18.1
93,Legislation,removes,the remarriage prohibition,False,84.1,0.841,0.0,0.0,28.0
93,Legislation,receive to receive,death benefits,False,67.3,0.673,0.0,0.0,22.4
93,Legislation,death benefits for,spouses,False,57.1,0.571,0.0,0.0,19.0
93,Legislation,spouses of,police officers,False,55.3,0.553,0.0,0.0,18.4
93,Legislation,police officers killed serving,the public good,False,83.6,0.836,0.0,0.0,27.9
94,latter,was lifted,The latter,False,53.9,0.539,0.0,0.0,18.0
94,latter,lifted as,the b-side of `` Keep on Loving Me '',False,89.3,0.893,0.0,0.0,29.8
94,latter,"lifted, as only, lifted as",the b-side,False,68.6,0.686,0.0,0.0,22.9
95,single,features,performances by keyboardist Philippe Saisse,True,92.2,0.922,0.583,0.714,74.0
95,single,vocalists,Jasmine Roy and Rebeca Vega,False,65.4,0.654,0.0,0.0,21.8
95,single,vocalists,Rebeca Vega,False,61.5,0.615,0.0,0.0,20.5
95,single,is,first,False,52.8,0.528,0.0,0.0,17.6
95,single,features,Dreamer,False,67.9,0.679,0.0,0.0,22.6
95,single,features,performances,False,84.8,0.848,0.0,0.0,28.3
95,single,performances by,keyboardist Philippe Saisse,False,84.0,0.84,0.0,0.0,28.0
95,single,features vocalists,Jasmine Roy Rebeca Vega,False,75.0,0.75,0.0,0.0,25.0
96,QVC Network Inc.,completed,its acquisition of CVN,True,95.1,0.951,0.467,0.875,76.4
96,it,completed,its acquisition of CVN,True,93.3,0.933,0.333,1.0,75.5
96,QVC Network Inc.,said_that,it completed its acquisition of CVN Cos,False,88.3,0.883,0.0,0.0,29.4
96,QVC Network Inc.,said,it,False,48.7,0.487,0.0,0.0,16.2
96,QVC Network Inc.,completed,its acquisition,False,87.5,0.875,0.0,0.0,29.2
96,QVC Network Inc.,its acquisition of,CVN,False,83.9,0.839,0.0,0.0,28.0
96,QVC Network Inc.,completed Cos for,about $ 423 million,False,81.8,0.818,0.0,0.0,27.3
97,Mr. Ackerman,was,a direct response to his efforts to gain control of Datapoint,True,90.4,0.904,0.917,0.357,72.6
97,it,was,a direct response to his efforts to gain control of Datapoint,True,100.0,1.0,1.0,0.385,79.5
97,his efforts,to gain,control of Datapoint,False,74.1,0.741,0.0,0.0,24.7
97,Mr. Ackerman,contended,it,False,41.3,0.413,0.0,0.0,13.8
97,Mr. Ackerman,"was a direct response, a direct response to",his efforts,False,69.2,0.692,0.0,0.0,23.1
97,Mr. Ackerman,"gain to, his efforts gain",control,False,56.3,0.563,0.0,0.0,18.8
97,Mr. Ackerman,control of,Datapoint,False,51.2,0.512,0.0,0.0,17.1
98,Both companies,are,allies of Navigation Mixte in its fight against a hostile takeover bid launched last week by,False,83.2,0.832,0.0,0.0,27.7
98,a hostile takeover bid,launched,last week by,True,95.7,0.957,0.889,1.0,94.9
98,Both companies,"are allies, allies of",Navigation Mixte,True,91.8,0.918,1.0,0.875,93.1
98,Both companies,allies in,its fight,False,70.9,0.709,0.0,0.0,23.6
98,Both companies,its fight against,a hostile takeover bid,False,85.2,0.852,0.0,0.0,28.4
99,he,became in,a Lord Justice of Appeal,True,95.8,0.958,1.0,0.875,94.4
99,he,became in,a break of four years,False,68.8,0.688,0.0,0.0,22.9
99,a break,of,four years of four years,False,55.7,0.557,0.0,0.0,18.6
99,he,"became After, a break of",four years,False,74.0,0.74,0.0,0.0,24.7
99,he,"became a Lord Justice, a Lord Justice of",Appeal,False,81.0,0.81,0.0,0.0,27.0
100,the real estate properties,would trade at,a discount,True,100.0,1.0,1.0,1.0,100.0
100,We,would trade at,a discount,False,65.0,0.65,0.0,0.0,21.7
100,We,after is spun off,after the realty unit is spun off,False,62.9,0.629,0.0,0.0,21.0
100,Salomon Brothers,says,We,False,43.2,0.432,0.0,0.0,14.4
100,Salomon Brothers,believe,the real estate properties,False,73.9,0.739,0.0,0.0,24.6
100,Salomon Brothers,"trade, trade at",a discount,False,60.0,0.6,0.0,0.0,20.0
101,Paul Johanson,overcomes,these problems,False,68.5,0.685,0.0,0.0,22.8
101,the company 's chemical spray,overcomes,these problems,True,100.0,1.0,1.0,1.0,100.0
101,the company 's chemical spray,is,gentle on the female organ,True,100.0,1.0,0.833,1.0,94.4
101,Paul Johanson,is,Monsanto 's director of plant sciences,False,60.5,0.605,0.0,0.0,20.2
101,Paul Johanson,said_that,the company 's chemical spray overcomes these problems and is `` gentle on the female organ,False,80.8,0.808,0.0,0.0,26.9
101,Paul Johanson,said However,Monsanto 's director,False,57.6,0.576,0.0,0.0,19.2
101,Paul Johanson,Monsanto 's director of,plant sciences,False,61.9,0.619,0.0,0.0,20.6
101,Paul Johanson,said,the company 's chemical spray,False,79.3,0.793,0.0,0.0,26.4
101,Paul Johanson,overcomes,these problems,False,68.5,0.685,0.0,0.0,22.8
101,Paul Johanson,gentle on,the female organ,False,68.0,0.68,0.0,0.0,22.7
102,Ms. Waleson,is,a free - lance writer based in New York,True,100.0,1.0,1.0,0.833,94.4
102,a free - lance writer,based in in,New York,True,97.6,0.976,0.75,0.7,80.9
102,a free - lance writer,based in,New York,True,96.3,0.963,0.75,0.778,83.0
102,Ms. Waleson,"is a free - lance writer, a free - lance writer based, based in",New York,False,78.3,0.783,0.0,0.0,26.1
103,Premark International Inc.,peddles,"the M8.7sp Electronic Cycling Simulator , a $ 2,000 stationary cycle",False,83.6,0.836,0.0,0.0,27.9
103,Premark International Inc.,peddles,example,False,73.8,0.738,0.0,0.0,24.6
103,the M8.7sp Electronic Cycling Simulator,is,"a $ 2,000 stationary cycle",False,63.1,0.631,0.0,0.0,21.0
103,Premark International Inc.,peddles for,example,False,71.0,0.71,0.0,0.0,23.7
103,Premark International Inc.,peddles,the M8.7sp Electronic Cycling Simulator,True,100.0,1.0,0.636,1.0,87.9
104,Mrs. Marcos 's trial,expected to begin in,March,True,96.9,0.969,0.9,1.0,95.6
104,Mrs. Marcos 's trial,"expected, begin to, expected begin, begin in",March,False,77.7,0.777,0.0,0.0,25.9
105,Bioengineers,set out,new life forms,False,66.7,0.667,0.0,0.0,22.2
