sent_id,sentence,n_sys_triples,n_high_fidelity_triples,avg_correctness(precision),completeness(recall),f1
220,"The city was founded by the Western Town Lot Company in 1880 , and originally named Nordland , with the platted streets given Norwegian names .",9,8,0.985,1.0,0.992
221,The community is served by the United States Postal Service Hinsdale Post Office .,2,2,1.0,1.0,1.0
222,"The ensemble also has extensive recordings with Deutsche Grammophon , Dorian Recordings , Newport Classic , Navona Records , and under their own label .",4,4,0.986,1.0,0.993
223,The failure of 1st Armored to arrive intact and deploy as a single entity would have important consequences in later action against German forces in Tunisia .,8,7,0.984,1.0,0.992
224,The first five laps would be added to the second part of the race and the overall result would be decided on aggregate .,7,7,0.976,1.0,0.988
225,"The following tour featured extensive dates in East Asia , where the group played Tokyo , Osaka , Fukuoka , and Southeast Asia including Jakarta , Manila as well as Singapore and Guam .",17,17,0.998,1.0,0.999
226,The insurer sponsored the golf tournament known as the New Orleans Open beginning in 1981 .,8,7,0.968,1.0,0.984
227,"The lodge is open from mid-May to mid-October , with two weeks starting in the end of August reserved for the Dartmouth First-Year Trips .",13,13,0.981,1.0,0.991
228,"The permanent members are the provost , the Carl H. Pforzheimer University Professor and the deans or designees from the following Schools : the Faculty of Arts and Sciences , Harvard Business School , Harvard Law School and Harvard Medical School .",5,5,0.996,1.0,0.998
229,The pillars in a line on its both sides are according to Doric or Greek style and their decorations are according to the Meenakshi Temple at Madurai in Tamil Nadu .,10,8,0.968,1.0,0.984
230,"The race is in mixed eights , and usually held in late February / early March .",4,3,0.941,1.0,0.969
231,The rapids at the head of the South Fork were removed in 1908 .,5,3,0.93,1.0,0.964
232,"The redesigned 2006 Ram SRT-10 came in Mineral Gray Metallic , Inferno Red , and Brilliant Black Crystal Clear Coat .",2,2,0.976,1.0,0.988
233,The residue can be reprocessed for more dripping and strained through a cheesecloth lined sieve as an ingredient for a fine beef stock .,7,5,0.928,0.929,0.929
234,"The rest of the group reach a small shop , where Brady attempts to phone the Sheriff , but the crocodile breaks through a wall and devours Annabelle .",15,13,0.97,0.941,0.955
235,"The riders climbed off and began walking , shouting protests in general and in particular abuse at the race doctor , Pierre Dumas , whom some demanded should also take a test to see if he 'd been drinking wine or taking aspirin to make his own job easier .",19,16,0.977,1.0,0.988
236,The station has a concourse and ticket office area which was internally redesigned and reopened in mid-2012 .,6,5,0.972,1.0,0.986
237,"The third known version is part number 2189014-00-212 , with at least one model being produced in February 1993 .",5,4,0.965,1.0,0.982
238,"Then the fillets are put in a mix of olive oil , vinegar , sugar , garlic , chill peppers , and lots of parsley or celery .",4,4,0.98,0.929,0.954
239,"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .",23,18,0.949,0.958,0.953
240,These objects are thrown away if their screen projection is too small .,3,3,0.975,1.0,0.987
241,"These were often related to European conflict , as the Stuart Pretenders were aided and encouraged by Britain 's continental enemies for their own ends .",7,6,0.979,1.0,0.989
242,"They beat Milligan 1-0 , Grand View 3-0 , Webber International 1-0 and Azusa Pacific 0-0 to win the NAIA National Championships .",3,3,0.978,0.333,0.497
243,This engine was equipped with an electronically controlled carburetor .,2,2,0.978,1.0,0.989
244,This had considerable implications for the Welsh language as it was the main language of the nonconformist churches in Wales .,8,8,0.988,1.0,0.994
245,Total ` Fresh Food Story ' constructed at the end of the North Mall .,1,1,0.976,1.0,0.988
246,"Watson was the founder and editor of `` newcritics.com , '' an online journal of media and arts criticism launched in January , 2007 and shuttered in June , 2009 .",12,10,0.967,1.0,0.983
247,"When civilian government was introduced in Romblon by the Americans in 16 March 1901 , Banton was one of 11 new municipalities reinstated or created .",9,8,0.979,1.0,0.989
248,"With no assigned task , the Cosmos expressed concern for what Battra might do .",4,4,1.0,1.0,1.0
249,"`` For a list of all medalists , please see the List of Great American Beer Festival medalists ''",1,1,0.971,0.667,0.791
250,"A similar technique is almost impossible to apply to other crops , such as cotton , soybeans and rice .",5,4,0.95,1.0,0.974
251,"Although Heathrow authorities have been watching a group of allegedly crooked baggage handlers for some time , the Gauguin may be `` lost . ''",6,6,0.994,0.933,0.963
252,"Although Mr. Azoff wo n't produce films at first , it is possible that he could do so later , the sources said .",8,8,0.974,1.0,0.987
253,"As a result , he said he will examine the Marcos documents sought by the prosecutors to determine whether turning over the filings is self - incrimination .",11,10,0.978,1.0,0.989
254,"As the London trading session drew to a close , the market was still listening to the parliamentary debate on the economy , with new Chancellor of the Exchequer John Major expected to clarify his approach to the British economy and currency issues .",13,11,0.952,1.0,0.975
255,"Because patients require less attention from nurses and other staff , room charges are lower -- about $ 100 less per day than a regular room at the Vermont hospital .",11,11,0.989,1.0,0.994
256,Both reflect the dismissal of lower - level and shorter - tenure executives .,3,3,1.0,1.0,1.0
257,"But he emphasized that new accounts , new sales , inquiries and subsequent sales of stock funds are all up this month from September 's level .",13,12,0.981,0.867,0.921
258,But it does that at the cost of deepening the taxpayer 's exposure if the FHA is forced to pay for more loans going sour .,10,9,0.975,0.929,0.952
259,"But wire transfers from a standing account -- including those bigger than $ 10,000 -- are n't reported .",7,4,0.949,0.846,0.895
260,"Coca - Cola Co. , aiming to boost soft - drink volume in Singapore , said it is discussing a joint venture with Fraser & Neave Ltd. , its bottling franchisee in that country .",13,12,0.988,1.0,0.994
261,"Considered as a whole , Mr. Lane said , the filings required under the proposed rules `` will be at least as effective , if not more so , for investors following transactions . ''",11,10,0.96,1.0,0.98
262,"Crouched at shortstop , Bert Campaneris , once Oakland 's master thief , effortlessly scoops up a groundball and flips it to second .",10,10,0.989,1.0,0.995
263,"Despite the modest gains , traders said the market remains dull , with investors remaining cautiously on the sidelines .",9,7,0.948,1.0,0.974
264,"Early in the morning Mr. Sider , an estate lawyer , pores over last wills and testaments .",5,4,0.953,1.0,0.976
265,"Edison Brothers Stores Inc. said it agreed to buy 229 Foxmoor women 's apparel stores from Foxmoor Specialty Stores Corp. , a unit of Dylex Ltd. of Toronto .",9,9,0.985,1.0,0.993
266,Few people in the advertising business have raised as many hackles as Alvin A. Achenbaum .,5,5,0.981,1.0,0.99
267,"For example , a passenger can fly from Chardon , Neb. , to Denver for as little as $ 89 to $ 109 , according to prices quoted by the company .",14,13,0.986,1.0,0.993
268,"Hani Zayadi was appointed president and chief executive officer of this financially troubled department store chain , effective Nov. 15 , succeeding Frank Robertson , who is retiring early .",9,6,0.94,0.95,0.945
269,"However , the problem is that once most poison pills are adopted , they survive forever .",2,2,0.979,0.667,0.793
270,Hungary 's Parliament voted to hold a national referendum on an election to fill the new post of president .,7,7,0.987,1.0,0.993
271,"In Japan , those functions account for only about a third of the software market .",5,5,0.982,1.0,0.991
272,"In the U.S. , more than half the PC software sold is either for spreadsheets or for database analysis , according to Lotus .",7,7,0.981,0.923,0.951
273,"It was the most active of the 100 - share index at 8.3 million shares , 6.5 million of which were traded by midday .",10,8,0.974,1.0,0.987
274,Japanese office workers use PCs at half the rate of their European counterparts and one - third that of the Americans .,6,6,1.0,1.0,1.0
275,Labor costs are climbing at a far more rapid pace in the health care industry than in other industries .,4,4,0.96,1.0,0.979
276,"Meanwhile , at home , Mitsubishi has control of some major projects .",4,3,0.955,1.0,0.977
277,"Medical cooperatives , among the most successful in the U.S.S.R. , are banned from providing general - practitioner services ( their main source of income ) , carrying out surgery , and treating cancer patients , drug addicts and pregnant women .",15,15,0.988,1.0,0.994
278,"Mr. Mulford said reports of tension between the Treasury and Fed have been exaggerated , insisting that they involved `` nuances . ''",10,9,0.98,1.0,0.99
279,Mr. Ridley 's decision fires the starting pistol for perhaps a costly contest between the world 's auto giants for Britain 's leading luxury - car maker .,5,5,0.981,1.0,0.99
280,Mr. Stoll suspected the intruder was one of those precocious students who has fun breaking into computers .,9,8,0.974,1.0,0.987
281,"Now Mr. Broberg , a lawyer , claims he 'd play for free .",4,3,0.943,0.75,0.835
282,"Prime Minister Lee Kuan Yew , Singapore 's leader and one of Asia 's leading statesmen for 30 years , recently announced his intention to retire next year -- though not necessarily to end his influence .",14,13,0.987,1.0,0.994
283,Repeat customers also can purchase luxury items at reduced prices .,4,3,0.974,1.0,0.987
284,"Richard Newsom , a California state official who last year examined Lincoln 's parent , American Continental Corp. , said he also saw evidence that crimes had been committed .",12,12,0.99,1.0,0.995
285,Sen. Mitchell is confident he has sufficient votes to block such a measure with procedural actions .,8,8,0.995,1.0,0.998
286,The Chemical spokeswoman said the bank has examined its methodologies and internal controls .,7,7,0.994,1.0,0.997
287,"The Lone Star Steel lawsuit also asks the court to rule that Lone Star Technologies is jointly responsible for a $ 4.5 million Lone Star Steel pension payment that was due , but was n't paid , in September and that the parent company ca n't recover the amount from its subsidiary if the parent company makes the payment .",21,20,0.973,0.966,0.97
288,The National Transportation Safety Board ruled that pilots failed to set the plane 's wing flaps and slats properly for takeoff and failed to make mandatory preflight checks that would have detected the error .,10,10,0.977,1.0,0.988
289,The discount rate on three - month Treasury bills rose slightly from the average rate at Monday 's auction to 7.79 % for a bond - equivalent yield of 8.04 % .,11,10,0.978,1.0,0.989
290,The effect is that lawsuits that might have been barred because they were filed too late could proceed because of the one - year extension .,7,6,0.955,1.0,0.977
291,"The executives had profited handsomely by building American National Can Co. , Triangle 's chief asset .",3,2,0.931,0.917,0.924
292,"The market 's tempo was helped by the dollar 's resiliency , he said .",4,4,0.982,1.0,0.991
293,The office may also be able to advise foreign and multinational clients on international law and general matters .,5,5,0.988,1.0,0.994
294,The three existing plants and their land will be sold .,2,2,1.0,1.0,1.0
295,"This week , New York City announced a 10 - point policy patterned on the federal bill of rights for taxpayers .",8,8,0.99,1.0,0.995
296,"USG Corp. agreed to sell its headquarters building here to Manufacturers Life Insurance Co. of Toronto , and will lease the 19 - story facility until it moves to a new quarters in 1992 .",15,14,0.992,1.0,0.996
297,"`` Business across the country is spending more time addressing this issue , '' says Sen. Edward Kennedy ( D. , Mass . ) .",10,10,1.0,1.0,1.0
298,"`` I wo n't be throwing 90 mph , but I will throw 80 - plus , '' he says .",5,5,0.969,0.818,0.887
299,"`` If working capital financing is not provided , '' he said , `` the RTC may have to slow { S&L sales } or dump acquired assets through fire sales .",8,8,0.966,1.0,0.983
300,"`` Nobody told us ; nobody called us , '' says an official close to the case who asked not to be named .",9,8,0.978,1.0,0.989
